HXCK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484727240,1.311,1.311,1.28,1.28,3167
135,1.3,1.3,1.3,1.3,2333
136,1.3,1.3,1.3,1.3,1952
a1484813940,1.33,1.33,1.33,1.33,800
308,1.26,1.26,1.26,1.26,618
a1484899380,1.312,1.312,1.312,1.312,2000
335,1.315,1.315,1.31,1.31,4500
a1485158580,1.31,1.31,1.31,1.31,142
52,1.3,1.31,1.3,1.31,1000
a1485265800,1.273,1.273,1.273,1.273,440
a1485332820,1.315,1.315,1.299,1.299,4000
250,1.316,1.316,1.315,1.315,2000
a1485422160,1.273,1.273,1.273,1.273,642
329,1.359,1.359,1.32,1.32,1106
a1485792300,1.302,1.303,1.302,1.303,1200
"
