GTQ1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484654100,19.535,19.585,19.535,19.585,130
40,19.58,19.58,19.58,19.58,200
213,19.725,19.725,19.725,19.725,16
a1484729760,19.535,19.535,19.535,19.535,25
a1484837460,19.135,19.185,19.135,19.185,266
a1484916660,19.305,19.305,19.305,19.305,210
a1485182160,19.245,19.245,19.245,19.245,44
a1485245100,19.01,19.01,19.01,19.01,200
48,19.25,19.25,19.24,19.24,127
a1485331500,19.495,19.495,19.495,19.495,250
a1485417900,19.515,19.515,19.515,19.515,30
a1485763500,19.725,19.725,19.725,19.725,600
172,19.7,19.7,19.7,19.7,400
232,19.68,19.68,19.68,19.68,139
281,19.6,19.6,19.6,19.6,200
"
