DWD
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484661120,41.595,41.595,41.595,41.595,120
12,41.27,41.27,41.27,41.27,16
68,40.1,40.1,40.1,40.1,41
111,40.14,40.14,40.14,40.14,3
114,39.675,39.75,39.675,39.75,180
138,40.135,40.135,40.135,40.135,70
a1484735520,39.88,39.88,39.88,39.88,22
345,40.095,40.095,40.095,40.095,22
a1484837460,40,40,40,40,62
a1484928660,40.16,40.16,40.16,40.16,75
a1485158700,39.16,39.16,39.16,39.16,90
a1485248760,38.705,38.705,38.705,38.705,1290
a1485340320,40.25,40.25,40.25,40.25,200
37,40.33,40.33,40.33,40.33,125
163,40.62,40.62,40.62,40.62,245
317,40.375,40.375,40.375,40.375,370
343,40.605,40.605,40.605,40.605,50
a1485417900,41.37,41.37,41.37,41.37,5
449,41.2,41.2,41.2,41.2,41
a1485516600,41.485,41.485,41.485,41.485,50
75,41,41,41,41,300
a1485789600,40,40,40,40,149
11,40.29,40.29,40.29,40.29,10
56,39.935,39.935,39.935,39.935,120
"
