F2Y
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484642580,20.15,20.15,20.15,20.15,93
118,20.25,20.25,20.245,20.245,500
125,20.5,20.5,20.345,20.345,9050
138,20.31,20.31,20.31,20.31,97
162,20.23,20.23,20.23,20.23,50
405,20.31,20.31,20.31,20.31,200
a1484732700,20.22,20.22,20.22,20.22,500
64,20.22,20.22,20.22,20.22,736
168,20.2,20.22,20.2,20.22,1000
395,20.35,20.35,20.34,20.34,360
a1484815980,20.22,20.225,20.22,20.225,1022
28,20.225,20.225,20.225,20.225,54
74,20.22,20.22,20.22,20.22,580
89,20.22,20.22,20.22,20.22,236
a1484914200,20.22,20.225,20.22,20.225,130
130,20.2,20.22,20.2,20.22,2000
133,20.2,20.2,20.2,20.2,220
153,20.2,20.2,20.2,20.2,100
a1485160740,20.2,20.2,20.2,20.2,200
65,20.2,20.2,20.2,20.2,40
134,20.4,20.4,20.3,20.3,3125
323,20.5,20.5,20.5,20.5,20
a1485248040,20.4,20.4,20.4,20.4,100
5,20.205,20.205,20.205,20.205,269
9,20.2,20.2,20.2,20.2,206
298,20.2,20.2,20.2,20.2,325
377,20.4,20.4,20.4,20.4,45
a1485334080,20.35,20.35,20.35,20.35,125
337,20.225,20.225,20.225,20.225,349
a1485417780,20.22,20.22,20.22,20.22,518
106,20.34,20.34,20.34,20.34,28
284,20.2,20.22,20.2,20.22,500
331,20.4,20.4,20.32,20.32,1189
341,20.305,20.305,20.305,20.305,100
a1485504600,20.35,20.405,20.35,20.405,1000
1,20.3,20.35,20.3,20.35,597
2,20.25,20.25,20.25,20.25,800
3,20.25,20.25,20.25,20.25,1111
15,20.25,20.25,20.25,20.25,792
25,20.25,20.25,20.25,20.25,100
33,20.25,20.25,20.25,20.25,26
389,20.3,20.3,20.3,20.3,236
392,20.26,20.26,20.26,20.26,364
a1485763620,20.26,20.26,20.26,20.26,236
1,20.3,20.3,20.3,20.3,1000
25,20.265,20.265,20.265,20.265,250
"
