ITN
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484648400,0.49,0.49,0.49,0.49,6000
a1484728800,0.498,0.498,0.497,0.497,4000
11,0.481,0.481,0.481,0.481,1
34,0.481,0.481,0.481,0.481,22
a1484816760,0.5,0.5,0.5,0.5,4000
359,0.485,0.485,0.484,0.484,3000
a1484921400,0.461,0.461,0.461,0.461,82
a1485163800,0.461,0.461,0.461,0.461,1400
13,0.46,0.461,0.46,0.461,2000
14,0.46,0.46,0.46,0.46,16
236,0.484,0.484,0.484,0.484,1
a1485249180,0.49,0.49,0.49,0.49,5000
a1485507960,0.484,0.484,0.484,0.484,2000
a1485774360,0.47,0.47,0.47,0.47,300
114,0.462,0.47,0.462,0.47,4000
"
