6F6
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484643780,0.9,0.9,0.9,0.9,2222
433,0.87,0.87,0.87,0.87,25
a1484814240,0.85,0.87,0.85,0.87,2250
1,0.84,0.84,0.84,0.84,500
50,0.84,0.84,0.84,0.84,2661
103,0.84,0.84,0.84,0.84,400
138,0.875,0.875,0.875,0.875,1000
367,0.865,0.865,0.865,0.865,2055
371,0.915,0.915,0.915,0.915,2000
440,0.9,0.9,0.9,0.9,2000
a1485331500,0.814,0.814,0.814,0.814,450
115,0.795,0.795,0.795,0.795,2350
348,0.8,0.8,0.8,0.8,200
a1485418020,0.89,0.89,0.89,0.89,1250
a1485513060,0.85,0.85,0.85,0.85,110
344,0.935,0.935,0.935,0.935,100
a1485763500,0.93,0.93,0.93,0.93,120
"
