PCZ
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484643120,17.28,17.285,17.28,17.285,50
1,17.225,17.225,17.225,17.225,29
26,17.21,17.21,17.21,17.21,34
332,17.575,17.575,17.495,17.495,210
a1484727180,17.2,17.205,17.2,17.205,534
85,17.005,17.005,17.005,17.005,31
a1484813460,16.65,17,16.65,17,900
1,16.5,16.5,16.5,16.5,141
2,16.18,16.18,16.18,16.18,13
12,16.01,16.01,16.01,16.01,170
a1484900400,16.29,16.29,16.29,16.29,202
40,16.29,16.29,16.29,16.29,41
95,16.695,16.695,16.69,16.69,760
a1485168120,17.095,17.095,17.095,17.095,16
1,17.125,17.125,17.1,17.1,704
42,17.45,17.45,17.45,17.45,150
a1485274320,17.155,17.155,17.155,17.155,76
a1485335100,17.59,17.59,17.59,17.59,25
a1485420900,17.305,17.305,17.305,17.305,48
a1485509400,17.055,17.055,17.055,17.055,25
a1485782280,17,17,17,17,30
192,16.815,16.815,16.815,16.815,25
"
