EBK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,22,22,22,22,44
4,22,22,22,22,215
19,22,22,22,22,30
37,22.495,22.495,22.495,22.495,1
87,22.495,22.495,22.495,22.495,31
418,22,22,22,22,211
a1484744280,22.095,22.095,22.095,22.095,30
a1485158580,21.5,21.5,21.5,21.5,25
217,21.6,21.6,21.6,21.6,30
291,21.8,21.8,21.8,21.8,61
495,21.47,21.475,21.47,21.475,515
496,21.2,21.2,21.2,21.2,500
499,19.72,20,19.72,20,1969
501,20,20,20,20,500
a1485263640,20.84,20.84,20.84,20.84,15
21,20.84,20.84,20.84,20.84,34
a1485334800,20.895,20.895,20.895,20.895,20
228,20.895,20.895,20.895,20.895,22
a1485425760,20.88,20.88,20.88,20.88,100
99,20.87,20.87,20.87,20.87,100
195,20.865,20.865,20.865,20.865,14
a1485776280,20.6,20.6,20.6,20.6,200
94,20.6,20.6,20.6,20.6,12
"
