2KD
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484662140,21.08,21.08,21.08,21.08,500
a1484732040,20.885,20.885,20.885,20.885,100
180,20.795,20.795,20.795,20.795,1469
382,20.96,20.965,20.96,20.965,1569
a1484813160,20.655,20.655,20.655,20.655,600
387,20.995,20.995,20.995,20.995,228
388,21.355,21.355,21.355,21.355,200
459,20.995,20.995,20.995,20.995,230
478,20.905,20.905,20.905,20.905,100
484,20.915,20.915,20.91,20.91,98
a1484928840,21,21,21,21,100
a1485337560,21.305,21.305,21.305,21.305,35
28,21.305,21.305,21.305,21.305,500
245,20.975,20.975,20.975,20.975,780
254,20.975,20.975,20.975,20.975,440
a1485417900,20.88,20.88,20.88,20.88,1
211,20.9,20.9,20.9,20.9,440
a1485510660,20.735,20.735,20.735,20.735,75
137,21.185,21.185,21.185,21.185,100
266,20.77,20.77,20.765,20.77,2680
a1485763500,21,21,21,21,49
"
