RITN
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640900,71.6,71.66,71.6,71.66,150
308,71.63,71.68,71.63,71.68,250
a1484727060,71.25,71.25,71.25,71.25,75
13,71.14,71.14,71.14,71.14,2
86,70.76,70.76,70.76,70.76,200
90,70.76,70.76,70.76,70.76,200
199,70.7,70.7,70.7,70.7,25
228,70.61,70.61,70.61,70.61,1
384,70.8,70.8,70.8,70.8,51
a1484813100,71.02,71.02,71.02,71.02,364
55,70.77,70.77,70.77,70.77,45
217,70.41,70.42,70.41,70.42,125
369,71.21,71.21,71.21,71.21,100
a1484899500,71.17,71.17,71.17,71.17,20
42,71.2,71.2,71.2,71.2,28
419,70.99,70.99,70.99,70.99,180
452,70.91,70.91,70.91,70.91,17
482,70.85,70.85,70.85,70.85,60
a1485158700,70.85,70.85,70.85,70.85,181
63,71.33,71.33,71.33,71.33,2
117,71.18,71.22,71.18,71.22,50
245,71.18,71.18,71.18,71.18,85
a1485245880,70.95,70.95,70.95,70.95,140
121,71.03,71.03,71.03,71.03,60
213,71.07,71.07,71.07,71.07,28
375,71.21,71.21,71.21,71.21,33
a1485331500,71.87,71.87,71.87,71.87,100
14,72,72,72,72,1318
16,72,72,72,72,700
18,72,72,72,72,100
19,72,72,72,72,3882
84,72.3,72.3,72.3,72.3,50
135,72.47,72.47,72.44,72.44,210
149,72.26,72.26,72.26,72.26,35
179,72.38,72.38,72.38,72.38,100
307,72.8,72.8,72.8,72.8,3
352,72.8,72.8,72.8,72.8,9
364,72.92,72.92,72.8,72.8,550
a1485417900,72.5,72.5,72.5,72.5,1000
24,72.55,72.55,72.55,72.55,40
54,72.58,72.58,72.58,72.58,27
186,72.7,72.7,72.7,72.7,22
296,72.7,72.7,72.7,72.7,20
a1485763500,71.64,71.64,71.64,71.64,50
22,71.31,71.31,71.31,71.31,50
23,70.95,70.95,70.95,70.95,180
220,71.41,71.41,71.41,71.41,66
247,71.67,71.67,71.66,71.66,150
281,71.72,71.72,71.72,71.72,110
293,71.63,71.63,71.63,71.63,100
317,71.68,71.68,71.68,71.68,66
405,71.32,71.32,71.32,71.32,3
423,71.32,71.36,71.32,71.36,400
478,71.55,71.55,71.55,71.55,92
"
