SCE
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484657880,17.97,17.97,17.97,17.97,600
40,17.96,17.97,17.96,17.97,450
75,17.905,17.92,17.905,17.92,370
a1484734800,17.905,17.905,17.905,17.905,30
330,17.905,17.905,17.905,17.905,600
a1484820300,17.925,18,17.925,18,100
a1484901540,17.91,17.915,17.91,17.915,100
317,18.05,18.05,18.035,18.035,1500
a1485158580,18.09,18.09,18.09,18.09,60
279,18.1,18.1,18.09,18.09,430
a1485250080,17.955,17.955,17.955,17.955,297
190,18,18,18,18,100
a1485338460,18,18,18,18,836
226,18.035,18.035,18.035,18.035,500
299,18.295,18.295,18.295,18.295,25
a1485417780,18.28,18.28,18.28,18.28,230
125,18.015,18.015,18.015,18.015,300
255,18,18,18,18,250
506,18.27,18.27,18.27,18.27,150
a1485507780,18.1,18.1,18.1,18.1,290
43,18.035,18.035,18.035,18.035,343
352,18.1,18.1,18.1,18.1,400
353,18.295,18.295,18.295,18.295,20
a1485785400,18.3,18.3,18.25,18.25,500
"
