UHR
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484647080,322.6,322.8,322.55,322.8,1060
1,322.4,323.4,322.4,323.35,794
22,323.6,323.6,323.6,323.6,5
140,324.4,324.4,324.4,324.4,15
187,324.7,324.7,324.7,324.7,3
321,325.85,325.85,325.8,325.8,40
331,324.35,324.45,324.35,324.45,30
351,324.45,324.45,324.45,324.45,29
352,324.25,324.25,324.2,324.2,32
368,323.65,323.65,323.65,323.65,30
a1484750040,323.6,323.6,323.55,323.55,23
10,322.95,322.95,322.95,322.95,20
a1484817060,322,322,321.9,321.9,180
214,323.9,323.9,323.9,323.9,18
315,325.65,325.8,325.65,325.8,150
335,326.9,326.9,326.85,326.85,70
a1484899500,323.9,323.9,323.9,323.9,4
125,324.15,324.15,324.15,324.15,10
129,323.4,323.4,323.4,323.4,35
190,323,323,323,323,15
304,323.45,323.45,323.4,323.4,30
a1485164100,320.75,320.8,320.75,320.8,20
196,320.2,320.2,320.2,320.2,14
336,320.8,320.8,320.8,320.8,7
a1485245520,318.7,319.1,318.7,319.1,17
144,320.85,320.85,320.85,320.85,10
162,321,321,321,321,30
451,323.25,323.25,323.15,323.15,93
a1485335160,330.8,330.8,330.8,330.8,8
229,332.7,332.7,332.7,332.7,15
230,332.65,332.65,332.65,332.65,7
249,333.15,333.15,333.15,333.15,25
259,333.75,333.75,333.75,333.75,5
341,332.7,332.7,332.7,332.7,10
a1485417900,331.6,331.6,331.6,331.6,4
2,332.5,332.5,332.5,332.5,15
31,333.5,333.55,333.5,333.55,20
68,333.25,333.25,333.25,333.25,27
106,334.1,334.1,334.1,334.1,25
110,333.95,333.95,333.9,333.9,90
127,334.3,334.3,334.2,334.2,30
338,332.5,332.5,332.5,332.5,5
375,332.25,332.25,332.25,332.25,30
412,331.95,331.95,331.95,331.95,25
444,332.1,332.1,332.1,332.1,360
445,332.1,332.1,332.1,332.1,15
a1485506160,333,333,333,333,10
125,331.8,331.8,331.8,331.8,20
306,330,330,330,330,10
a1485763500,327.1,327.1,327.1,327.1,3
9,325.3,325.3,325.3,325.3,38
28,324,324,323.4,323.4,21
29,323.45,323.45,323.45,323.45,12
46,324.45,324.45,324.45,324.45,10
157,325.4,325.4,325.4,325.4,25
228,325.8,325.8,325.8,325.8,15
285,326.05,326.05,326.05,326.05,25
320,325.35,325.35,325.35,325.35,12
329,325.5,325.5,325.45,325.45,24
404,324.8,324.8,324.8,324.8,6
439,325.1,325.1,325,325,30
459,324.95,325.3,324.95,325.3,300
465,325.15,325.15,325.15,325.15,2
477,325.95,325.95,325.95,325.95,17
"
