12D
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640420,51,51,51,51,2
401,54,54,54,54,25
a1484735580,54.94,54.94,54.2,54.2,80
232,54,54,54,54,4
349,54.58,54.58,54.58,54.58,30
a1484826420,55,55,55,55,10
54,54.24,54.24,54.24,54.24,4
143,54.99,54.99,54.99,54.99,2
173,55,55,55,55,90
180,55.01,55.01,55.01,55.01,26
a1484900820,55.87,55.87,55.87,55.87,4
329,54.63,54.63,54.63,54.63,5
a1485167520,55.54,55.54,55.54,55.54,100
340,54.72,54.72,54.72,54.72,97
a1485265500,53.5,53.5,53.5,53.5,22
a1485331620,56.5,56.5,56.5,56.5,500
90,55.3,55.3,55.3,55.3,50
a1485504300,57.02,57.02,57.02,57.02,69
57,57.03,57.03,57.03,57.03,55
209,57.16,57.16,57.16,57.16,7
a1485772380,58,58,58,58,7
208,59.25,59.25,59.25,59.25,100
232,58.27,58.27,58.27,58.27,2
331,58.11,58.11,58.11,58.11,89
353,58.58,58.58,58.58,58.58,11
"
