3P7
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484668860,118.8,118.8,118.8,118.8,5
a1484744640,118.65,118.65,118.65,118.65,85
202,118.15,118.15,118.15,118.15,42
a1484818860,118.65,118.65,118.65,118.65,8
164,118.65,118.65,118.65,118.65,14
271,118.65,118.65,118.65,118.65,78
a1484903520,117.25,117.5,117.25,117.5,122
82,116.9,116.9,116.9,116.9,20
370,117.2,117.2,117.2,117.2,90
378,117.2,117.2,117.2,117.2,10
384,117.3,117.3,117.3,117.3,122
a1485158700,118.65,118.65,118.65,118.65,80
a1485245100,118.7,118.7,118.7,118.7,11
387,119,119,119,119,31
a1485441300,120.2,120.25,120.2,120.25,270
"
