ICP
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484747580,1.8,1.8,1.8,1.8,26
2,1.78,1.78,1.78,1.78,902
38,1.85,1.85,1.85,1.85,400
67,1.9,1.9,1.9,1.9,128
a1484912400,2.14,2.14,2.14,2.14,130
107,2.21,2.21,2.21,2.21,800
a1485158580,2.3,2.3,2.3,2.3,450
439,3,3,3,3,1000
a1485253440,3,3.101,3,3.101,786
34,3.05,3.05,3.05,3.05,200
148,3,3,3,3,1462
a1485333240,3.1,3.1,3.1,3.1,185
352,3,3.03,3,3.03,2986
385,3,3,3,3,364
a1485427020,3,3,3,3,250
170,2.95,2.95,2.95,2.95,2000
a1485526740,2.351,2.351,2.351,2.351,245
5,2.549,2.549,2.549,2.549,480
a1485765600,2.6,2.6,2.6,2.6,2000
33,2.86,2.86,2.86,2.86,1000
"
