UN9
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484644800,7.638,7.638,7.638,7.638,328
228,7.59,7.59,7.59,7.59,328
a1484726700,7.564,7.564,7.564,7.564,2000
a1484826540,7.57,7.57,7.57,7.57,560
3,7.57,7.57,7.57,7.57,230
147,7.55,7.55,7.55,7.55,518
173,7.55,7.55,7.55,7.55,536
195,7.55,7.55,7.55,7.55,946
228,7.54,7.54,7.54,7.54,140
a1484909340,7.507,7.507,7.507,7.507,100
33,7.568,7.568,7.568,7.568,330
62,7.564,7.564,7.564,7.564,13
110,7.5,7.5,7.5,7.5,430
325,7.47,7.47,7.47,7.47,1000
a1485158940,7.44,7.44,7.44,7.44,18
74,7.37,7.37,7.37,7.37,1000
77,7.308,7.32,7.308,7.32,837
78,7.32,7.32,7.32,7.32,3909
90,7.352,7.352,7.352,7.352,402
197,7.36,7.36,7.36,7.36,1000
227,7.345,7.345,7.345,7.345,2000
280,7.354,7.354,7.354,7.354,2100
495,7.36,7.36,7.36,7.36,328
a1485246480,7.41,7.41,7.41,7.41,500
330,7.4,7.4,7.4,7.4,2000
363,7.456,7.456,7.456,7.456,1000
a1485347280,7.626,7.626,7.626,7.626,4000
105,7.66,7.66,7.66,7.66,399
110,7.669,7.669,7.66,7.66,891
138,7.695,7.695,7.695,7.695,700
190,7.678,7.678,7.678,7.678,787
212,7.7,7.7,7.7,7.7,363
a1485417960,7.72,7.72,7.72,7.72,61
7,7.72,7.72,7.72,7.72,1539
14,7.723,7.723,7.723,7.723,837
92,7.72,7.72,7.72,7.72,400
111,7.72,7.72,7.72,7.72,100
160,7.72,7.72,7.72,7.72,2027
161,7.72,7.72,7.72,7.72,473
229,7.742,7.742,7.742,7.742,800
236,7.74,7.74,7.74,7.74,175
451,7.721,7.721,7.721,7.721,64
458,7.711,7.711,7.711,7.711,36
a1485509160,7.671,7.671,7.671,7.671,500
32,7.715,7.715,7.715,7.715,400
229,7.645,7.645,7.645,7.645,300
252,7.612,7.612,7.612,7.612,1174
330,7.63,7.63,7.63,7.63,20
407,7.661,7.661,7.661,7.661,200
a1485763500,7.738,7.738,7.738,7.738,3000
22,7.615,7.615,7.615,7.615,250
103,7.6,7.6,7.6,7.6,480
113,7.6,7.6,7.6,7.6,1020
496,7.628,7.628,7.628,7.628,2000
"
