NSU
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484726580,650,650,650,650,6
77,650,650,650,650,2
116,642.4,642.4,642.4,642.4,20
185,650,650,641.1,641.1,13
507,645.05,645.05,645.05,645.05,10
a1484819580,650,650,650,650,2
123,650,650,650,650,4
130,645.05,645.05,645.05,645.05,5
135,650,650,650,650,2
145,650,650,650,650,2
390,648,648,648,648,1
a1484899380,655,655,655,655,15
242,653.75,653.75,653.75,653.75,10
329,645,646.05,645,646.05,24
331,641.1,641.1,641.1,641.1,1
408,654.5,654.5,654.5,654.5,7
a1485158580,655,655,655,655,5
306,649.5,649.95,649.5,649.95,15
438,647,647,647,647,8
a1485244980,645,645,645,645,2
40,641,641.3,641,641.3,8
228,645,645,645,645,54
231,650.5,650.5,649.45,649.45,51
279,650.05,650.05,650.05,650.05,16
319,658.5,658.5,658.5,658.5,1
325,657.45,657.45,657.45,657.45,7
339,650,650.1,650,650.1,26
365,657.45,657.45,657.45,657.45,4
395,650.2,650.2,650.2,650.2,10
466,657.35,657.35,657.35,657.35,3
491,650.3,650.3,650.3,650.3,2
a1485331380,658,658,658,658,3
22,657.95,657.95,657.95,657.95,3
31,647,647,647,647,1
33,645,645,645,645,7
34,655,655,655,655,8
135,658,658,654.95,654.95,46
184,657.95,657.95,657.95,657.95,2
283,670,670,657.95,657.95,664
284,670,670,670,670,63
285,670,670,670,670,84
293,663.05,663.05,663.05,663.05,10
305,660.05,660.05,660.05,660.05,2
325,660,660.05,660,660.05,6
329,660,660,660,660,4
333,669.95,669.95,669.95,669.95,4
345,669.95,669.95,669.95,669.95,13
391,664.5,664.5,664.5,664.5,5
400,665,665,665,665,2
424,669.95,669.95,669.95,669.95,17
433,667.05,667.05,667.05,667.05,12
461,667.05,667.05,667.05,667.05,5
492,667.05,667.05,667.05,667.05,1
a1485417780,662,662,662,662,18
10,662.05,662.05,662.05,662.05,2
19,667,667,667,667,4
41,658.85,662.65,658.85,662.65,38
174,666,666,666,666,1
193,670,670,669,669,11
216,674,674,674,674,5
228,676,676,675.85,675.85,10
331,680,680,680,680,100
358,674.05,674.05,674.05,674.05,1
360,674.05,674.05,674.05,674.05,3
377,680,680,680,680,2
382,680,680,680,680,27
383,680,680,680,680,2
394,675.05,675.1,675.05,675.1,5
400,680,680,680,680,20
401,675,675.05,675,675.05,20
407,680,680,680,680,25
416,678,678,678,678,7
446,678,678,678,678,3
495,680,680,680,680,6
a1485504780,678.2,678.2,678.2,678.2,15
85,674.45,678.2,674.45,678.2,15
477,675,675,675,675,10
a1485763380,674.5,674.5,674.5,674.5,4
13,680,680,680,680,1
35,680,680,680,680,10
103,680,680,680,680,1
120,678,678,678,678,1
126,678,678,678,678,25
135,678,678,678,678,21
196,678,678,678,678,29
276,679,679,679,679,1
280,680,680,680,680,1
428,680,680,680,680,43
"
