RWEA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484726520,12.685,12.685,12.685,12.685,347
23,12.795,12.795,12.795,12.795,260
106,12.83,12.83,12.83,12.83,1
165,12.555,12.8,12.555,12.8,15
345,12.79,12.79,12.79,12.79,22
a1485159180,12.805,12.805,12.805,12.805,34
a1485342120,12.8,12.8,12.8,12.8,1000
3,12.48,12.48,12.48,12.48,1000
121,12.785,12.785,12.785,12.785,267
a1485512820,12.6,12.605,12.6,12.605,1047
"
