MZX
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484664900,6.83,6.83,6.83,6.83,2000
16,6.845,6.845,6.845,6.845,55
a1484726760,6.85,6.85,6.85,6.85,350
2,6.89,6.89,6.89,6.89,65
44,6.85,6.85,6.85,6.85,1000
296,6.73,6.755,6.73,6.755,2000
304,6.702,6.731,6.702,6.731,1000
473,6.75,6.75,6.75,6.75,300
a1484819040,6.76,6.76,6.76,6.76,379
104,6.81,6.81,6.81,6.81,78
316,6.76,6.76,6.76,6.76,21
a1484914380,6.8,6.8,6.8,6.8,220
93,6.8,6.8,6.8,6.8,69
134,6.8,6.8,6.8,6.8,3000
183,6.702,6.702,6.702,6.702,140
224,6.702,6.702,6.702,6.702,60
a1485158580,6.84,6.84,6.84,6.84,100
68,6.751,6.751,6.751,6.751,180
232,6.843,6.843,6.843,6.843,77
329,6.75,6.75,6.75,6.75,3000
a1485245340,6.75,6.75,6.75,6.75,3000
153,6.799,6.799,6.799,6.799,87
273,6.75,6.751,6.75,6.751,500
298,6.75,6.75,6.75,6.75,2587
a1485333420,6.79,6.79,6.79,6.79,50
7,6.701,6.702,6.701,6.702,353
41,6.65,6.701,6.65,6.701,624
42,6.7,6.7,6.7,6.7,150
163,6.8,6.8,6.8,6.8,101
402,6.789,6.789,6.789,6.789,234
a1485432660,6.745,6.745,6.745,6.745,209
36,6.75,6.751,6.75,6.751,612
48,6.78,6.78,6.78,6.78,95
199,6.8,6.8,6.8,6.8,15
a1485509700,6.78,6.78,6.78,6.78,1000
16,6.819,6.819,6.819,6.819,82
61,6.756,6.756,6.756,6.756,12
146,6.819,6.819,6.819,6.819,5
"
