BSP
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484641500,7,7,7,7,1
233,7.091,7.095,7.091,7.095,5436
295,7.138,7.138,7.138,7.138,290
378,7.106,7.106,7.106,7.106,120
416,7.139,7.139,7.139,7.139,280
426,7.139,7.139,7.139,7.139,400
466,7.139,7.139,7.139,7.139,50
474,7.099,7.099,7.099,7.099,100
a1484745780,7.049,7.049,7.049,7.049,100
a1484899500,7.039,7.039,7.039,7.039,3
36,7.083,7.083,7.083,7.083,300
119,7.085,7.085,7.085,7.085,400
282,7.066,7.066,7.066,7.066,250
a1485158700,7.005,7.005,7.005,7.005,1500
47,7.036,7.036,7.036,7.036,20
51,6.984,6.984,6.984,6.984,197
317,7.069,7.069,7.069,7.069,716
456,7,7.008,7,7.008,4385
a1485254100,7.05,7.05,7.05,7.05,2500
80,7.074,7.074,7.074,7.074,2000
112,7.074,7.074,7.074,7.074,1400
312,7,7,7,7,143
336,6.995,6.995,6.995,6.995,117
a1485331500,7.077,7.077,7.077,7.077,12
32,7.1,7.1,7.1,7.1,100
99,7.122,7.122,7.122,7.122,146
106,7.149,7.149,7.149,7.149,500
140,7.15,7.15,7.15,7.15,250
170,7.175,7.175,7.175,7.175,20
338,7.197,7.197,7.197,7.197,138
439,7.135,7.135,7.135,7.135,850
a1485417900,7.199,7.199,7.199,7.199,2
2,7.135,7.135,7.135,7.135,210
67,7.139,7.139,7.139,7.139,50
78,7.11,7.11,7.11,7.11,120
153,7.07,7.07,7.07,7.07,1500
160,7.075,7.075,7.075,7.075,500
380,7.12,7.12,7.115,7.115,7027
385,7.152,7.152,7.152,7.152,500
503,7.125,7.125,7.125,7.125,500
a1485510960,7.05,7.05,7.05,7.05,250
82,7.008,7.008,7.008,7.008,500
241,7.063,7.063,7.063,7.063,2000
321,7.025,7.025,7.025,7.025,66
372,7.031,7.031,7.031,7.031,400
a1485763500,7.038,7.038,7.038,7.038,790
35,7,7,7,7,324
189,6.901,6.901,6.901,6.901,600
225,6.902,6.902,6.902,6.902,200
232,6.97,6.97,6.97,6.97,618
233,6.985,6.985,6.983,6.983,1652
384,6.99,6.99,6.99,6.99,1000
416,6.961,6.961,6.961,6.961,2145
"
