UBK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484644020,67.95,67.95,67.95,67.95,150
76,66.84,67,66.84,67,75
296,67.75,67.75,67.74,67.74,70
333,67.75,67.75,67.74,67.74,110
398,67.95,67.95,67.75,67.75,76
434,67.95,67.95,67.95,67.95,30
a1484726640,67,67.01,67,67.01,100
143,67.95,67.95,67.95,67.95,37
148,67.41,67.6,67.41,67.6,200
258,66.5,67.34,66.5,67.34,570
437,67.94,67.94,67.35,67.35,380
471,67.95,67.95,67.95,67.95,12
a1484812980,67.01,67.01,67.01,67.01,500
26,67.94,67.94,67.94,67.94,73
32,67.28,67.28,67.28,67.28,40
154,67.94,67.94,67.94,67.94,37
156,67.93,67.93,67.93,67.93,3
164,67.45,67.45,67.45,67.45,54
194,67.45,67.45,67.45,67.45,48
340,67.91,67.91,67.91,67.91,45
372,67.94,67.94,67.94,67.94,5
a1484899980,67.94,67.94,67.94,67.94,5
73,67.36,67.36,67.36,67.36,100
178,67.99,67.99,67.94,67.94,735
250,67.99,67.99,67.99,67.99,45
305,67.6,67.6,67.6,67.6,50
350,67.99,67.99,67.99,67.99,100
474,67.99,67.99,67.99,67.99,250
a1485158580,67.11,67.11,67.11,67.11,17
43,67.32,67.32,67.32,67.32,46
51,68.47,68.47,67.99,67.99,61
95,67.35,67.35,67.35,67.35,50
192,68.49,68.49,68.49,68.49,72
335,68.5,68.5,68.5,68.5,43
459,67.79,68,67.79,68,243
460,67.5,67.5,67.5,67.5,8
462,67,67.22,67,67.22,729
a1485244980,66.26,67.5,66.26,67.5,352
11,67.01,67.01,67.01,67.01,125
17,66.06,66.06,66.06,66.06,2
38,67.5,67.5,67.5,67.5,129
82,66.89,66.9,66.89,66.9,350
133,66.88,66.88,66.88,66.88,29
141,66.06,66.06,66.06,66.06,30
220,66.06,66.06,66.06,66.06,100
256,66.5,66.5,66.5,66.5,61
278,66.5,66.5,66.5,66.5,300
289,66.5,66.5,66.5,66.5,100
322,66.5,66.5,66.5,66.5,179
417,66.99,66.99,66.99,66.99,22
a1485332040,67,67,67,67,169
19,66.12,66.12,66.12,66.12,23
113,66.45,66.45,66.45,66.45,50
138,67.5,67.5,67.39,67.39,146
163,67.49,67.49,67.49,67.49,100
227,66.7,66.7,66.7,66.7,100
247,66.7,66.7,66.7,66.7,30
451,66.15,66.4,66.15,66.4,200
473,66.7,66.7,66.7,66.7,300
485,66.15,66.15,66.15,66.15,50
a1485417780,66.21,66.21,66.21,66.21,217
13,66.38,66.38,66.38,66.38,139
14,66.38,66.38,66.38,66.38,61
16,66.37,66.38,66.37,66.38,50
152,66.21,66.21,66.21,66.21,35
173,66.63,66.63,66.62,66.62,94
224,66.3,66.3,66.3,66.3,48
246,66.16,66.16,66.16,66.16,46
255,66.3,66.3,66.3,66.3,110
302,66.15,66.17,66.15,66.17,600
315,66.63,66.63,66.61,66.61,104
336,66.69,66.69,66.68,66.68,100
369,66.15,66.15,66.15,66.15,15
404,66.69,66.69,66.69,66.69,10
436,66.7,66.7,66.69,66.69,200
443,66.7,66.7,66.7,66.7,9
456,67.38,67.38,67.38,67.38,13
467,67.38,67.38,67.38,67.38,40
479,67.38,67.38,67.38,67.38,41
491,67.38,67.38,67.38,67.38,29
496,67.39,67.39,67.39,67.39,40
497,67.39,67.39,67.39,67.39,14
506,67.39,67.39,67.39,67.39,114
a1485504180,66,66.5,66,66.5,535
2,67,67,67,67,82
15,66.47,66.47,66.47,66.47,50
39,67,67,66.99,66.99,272
56,67.5,67.5,67.5,67.5,151
80,66.87,66.87,66.87,66.87,40
102,67.5,67.5,67.48,67.48,612
109,67.89,67.89,67.89,67.89,37
140,67.27,67.27,67.27,67.27,15
149,67.5,67.5,67.5,67.5,160
195,67.89,67.89,67.89,67.89,147
265,67.9,67.9,67.9,67.9,100
290,67.51,67.52,67.51,67.52,400
299,67.01,67.51,67.01,67.51,300
300,67.79,67.79,67.79,67.79,55
305,67.8,67.8,67.8,67.8,15
460,67.9,67.9,67.8,67.8,179
461,68.5,68.5,68.49,68.49,150
472,68.5,68.5,68.5,68.5,70
a1485763380,68.5,68.5,68.5,68.5,103
74,67.5,67.5,67.5,67.5,50
103,68.2,68.2,68.19,68.19,15
142,68.3,68.3,68.3,68.3,300
182,68.98,68.98,68.98,68.98,36
195,68,68.01,68,68.01,50
214,68.98,68.98,68.98,68.98,10
220,68.05,68.05,68.05,68.05,15
317,69,69,68.99,68.99,588
"
