WSOK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484647440,1.841,1.841,1.841,1.841,2000
1,1.87,1.87,1.87,1.87,150
11,1.802,1.802,1.802,1.802,2000
a1485158580,1.725,1.725,1.725,1.725,827
304,1.829,1.829,1.829,1.829,127
a1485259140,1.87,1.87,1.87,1.87,1850
1,1.89,1.89,1.89,1.89,3000
7,1.875,1.875,1.875,1.875,1064
8,1.875,1.875,1.875,1.875,318
181,1.99,1.99,1.985,1.985,4740
183,1.991,1.991,1.991,1.991,2844
185,2.107,2.107,2.107,2.107,16
186,2.11,2.111,2.11,2.111,697
188,2.05,2.05,2.05,2.05,1000
189,2.005,2.005,2.005,2.005,252
198,2.145,2.145,2.145,2.145,22
236,1.994,1.994,1.994,1.994,698
a1485337200,2.063,2.063,2.062,2.062,2000
64,2.15,2.15,2.149,2.149,5838
192,2.155,2.155,2.13,2.13,5995
222,2.125,2.126,2.125,2.126,2000
358,2.15,2.15,2.149,2.149,1116
a1485420780,2.175,2.175,2.175,2.175,453
240,2.209,2.209,2.209,2.209,100
247,2.209,2.209,2.209,2.209,740
295,2.1,2.1,2.1,2.1,215
a1485534540,2.096,2.096,2.096,2.096,1000
1,2.003,2.003,2.003,2.003,38
a1485765000,2.01,2.01,2.01,2.01,2000
52,1.923,1.923,1.922,1.922,898
53,1.923,1.923,1.922,1.922,4000
58,1.923,1.923,1.923,1.923,300
420,2.013,2.013,2.013,2.013,200
422,2.014,2.014,2.014,2.014,2000
463,2.09,2.09,2.09,2.09,479
"
