1FC
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484727180,5.683,5.683,5.683,5.683,50
21,5.615,5.615,5.615,5.615,407
115,5.725,5.725,5.725,5.725,300
340,5.693,5.693,5.693,5.693,150
a1484916600,5.761,5.761,5.756,5.756,1730
a1485245100,5.764,5.764,5.764,5.764,1000
39,5.741,5.741,5.741,5.741,20
353,5.778,5.778,5.778,5.778,190
a1485331500,5.855,5.855,5.855,5.855,250
35,5.788,5.788,5.788,5.788,191
79,5.71,5.71,5.71,5.71,2649
80,5.71,5.71,5.71,5.71,51
a1485422640,5.806,5.806,5.806,5.806,400
294,5.838,5.838,5.838,5.838,100
a1485526020,5.914,5.914,5.914,5.914,100
a1485765360,5.988,5.988,5.988,5.988,1700
105,5.93,5.935,5.93,5.935,540
112,5.93,5.93,5.93,5.93,100
395,5.92,5.93,5.92,5.93,307
396,5.87,5.92,5.87,5.92,1184
400,5.819,5.819,5.819,5.819,96
"
