HNK1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484643420,70,70,70,70,500
12,70,70,69.96,69.96,1000
80,69.6,69.6,69.6,69.6,100
249,69.62,69.62,69.62,69.62,550
a1484730120,70.86,70.86,70.86,70.86,3
232,70.23,70.23,70.23,70.23,120
433,70.59,70.59,70.59,70.59,30
a1484900160,70.68,70.68,70.68,70.68,245
8,70.95,70.95,70.95,70.95,44
67,70.74,70.74,70.74,70.74,148
a1485245100,70.98,70.98,70.98,70.98,70
108,70.79,70.79,70.79,70.79,78
127,70.74,70.75,70.74,70.75,140
151,70.75,70.75,70.75,70.75,100
384,70.78,70.78,70.78,70.78,128
473,70.74,70.74,70.74,70.74,16
a1485331800,70.9,70.9,70.9,70.9,268
25,72.4,72.4,72.4,72.4,200
27,74.5,74.5,74.5,74.5,270
a1485428100,70.64,70.64,70.64,70.64,56
a1485505140,70.48,70.48,70.48,70.48,70
114,70.42,70.42,70.41,70.41,426
a1485763500,70.16,70.16,70.16,70.16,100
11,70,70,70,70,5
79,69.36,69.42,69.36,69.42,118
226,69.46,69.46,69.46,69.46,100
405,69.25,69.25,69.25,69.25,40
415,69.46,69.46,69.46,69.46,2
435,69.2,69.2,69.2,69.2,65
"
