ERT
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484644020,75.81,75.82,75.81,75.82,58
a1484732400,75.43,75.43,75.43,75.43,2
405,74.91,75.02,74.91,75.02,50
a1484834460,76,76,76,76,2
5,76.1,76.5,76.1,76.5,88
a1484922960,75.33,75.33,75.33,75.33,33
6,75.06,75.15,75.06,75.15,153
a1485158700,75.04,75.04,75.04,75.04,40
397,74.5,74.5,74.5,74.5,5
481,74.4,74.4,74.4,74.4,150
a1485270060,73.81,73.92,73.81,73.92,296
a1485339060,75.3,75.3,75.3,75.3,70
278,75.58,75.58,75.58,75.58,70
305,75.43,75.43,75.43,75.43,33
a1485417900,75.75,75.75,75.44,75.44,60
333,76.31,76.31,76.31,76.31,40
408,76.29,76.29,76.29,76.29,40
473,76.08,76.08,76.08,76.08,70
a1485763500,78,78,78,78,72
82,77.27,77.27,77.27,77.27,20
394,78.73,78.73,78.73,78.73,192
398,78.75,78.75,78.75,78.75,40
403,78.24,78.24,78.24,78.24,192
482,77.72,77.78,77.72,77.78,64
"
