M6YA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484643180,0.765,0.765,0.765,0.765,5000
38,0.747,0.747,0.73,0.73,3000
221,0.75,0.75,0.75,0.75,20000
a1484726700,0.76,0.76,0.76,0.76,2500
a1484837760,0.73,0.73,0.73,0.73,600
83,0.764,0.764,0.764,0.764,1000
a1484899500,0.8,0.8,0.8,0.8,9000
9,0.75,0.75,0.75,0.75,4399
30,0.75,0.75,0.75,0.75,1000
92,0.75,0.75,0.75,0.75,600
114,0.75,0.75,0.75,0.75,10000
265,0.749,0.749,0.749,0.749,20000
285,0.734,0.734,0.734,0.734,5000
337,0.73,0.73,0.73,0.73,1500
391,0.732,0.732,0.732,0.732,2399
425,0.732,0.732,0.732,0.732,601
a1485248760,0.679,0.71,0.679,0.71,2350
93,0.728,0.728,0.728,0.728,2000
a1485358080,0.72,0.72,0.72,0.72,400
55,0.72,0.72,0.72,0.72,550
a1485420240,0.72,0.72,0.72,0.72,15000
18,0.75,0.75,0.75,0.75,8400
28,0.73,0.73,0.73,0.73,10000
160,0.73,0.73,0.73,0.73,7050
372,0.77,0.77,0.77,0.77,1500
a1485517500,0.768,0.768,0.768,0.768,5000
a1485790860,0.735,0.735,0.735,0.735,10000
"
