BAYA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640180,100.05,100.05,100.05,100.05,33
456,101,101,101,101,102
a1484726880,100.55,100.55,100.55,100.55,30
157,101.75,101.75,101.75,101.75,20
173,101,101,101,101,10
209,101,101,101,101,10
285,101.2,101.2,101.2,101.2,31
293,101.2,101.2,101.2,101.2,95
432,101.7,101.7,101.7,101.7,20
502,101.7,101.7,101.7,101.7,85
a1484833140,102.2,102.2,102.2,102.2,40
101,102.95,102.95,102.95,102.95,100
a1484899260,102.85,102.85,102.85,102.85,85
5,102,102,102,102,11
128,102.55,102.55,102.55,102.55,10
170,102.5,102.5,102.5,102.5,45
235,102.25,102.25,102.25,102.25,93
373,101.95,101.95,101.95,101.95,100
a1485158580,100,100,100,100,50
9,100.85,100.85,100.85,100.85,5
a1485244860,100.4,100.4,100.4,100.4,5
148,101.1,101.1,101.1,101.1,145
194,101.3,101.3,101.3,101.3,2
198,100.9,100.9,100.9,100.9,2
426,100.95,101,100.95,101,10
a1485331260,101.7,101.7,101.7,101.7,49
57,102.5,102.5,102.5,102.5,100
71,102.9,102.9,102.9,102.9,30
73,102.9,102.9,102.9,102.9,30
84,102.95,102.95,102.95,102.95,1000
356,103.7,103.7,103.7,103.7,50
407,104.05,104.05,104.05,104.05,106
409,104.1,104.1,104.1,104.1,400
475,104.3,104.3,104.3,104.3,200
a1485417660,104.25,104.25,104.25,104.25,35
24,105,105,105,105,120
67,105.8,105.8,105.8,105.8,265
97,106.9,106.9,106.9,106.9,3
116,107,107,107,107,350
179,105.95,105.95,105.95,105.95,10
215,106.55,106.55,106.55,106.55,50
238,106.9,106.9,106.9,106.9,11
258,106.5,106.5,106.5,106.5,220
296,106.3,106.3,106.3,106.3,10
364,107.25,107.25,106.85,106.85,300
395,107,107,107,107,15
414,106.7,106.7,106.7,106.7,12
421,106.7,106.7,106.7,106.7,2
428,106.3,106.3,106.3,106.3,100
434,105.55,105.55,105.55,105.55,45
a1485504600,106.45,106.45,106.45,106.45,15
7,106,106,106,106,10
427,106.4,106.4,106.4,106.4,40
434,106,106,106,106,17
a1485763260,106,106,106,106,5
71,105.3,105.3,105.3,105.3,100
73,105.25,105.25,105.25,105.25,40
81,105.25,105.25,105.25,105.25,7
150,104.8,104.8,104.8,104.8,200
231,105.35,105.35,105.35,105.35,20
387,104.55,104.55,104.55,104.55,36
416,104.55,104.55,104.55,104.55,400
"
