GLW
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484655960,23,23.005,23,23.005,665
2,23,23,23,23,185
a1484726700,22.65,22.65,22.65,22.65,125
a1484813940,23.275,23.275,23.275,23.275,175
378,23.235,23.235,23.235,23.235,7
464,23.115,23.115,23.115,23.115,7
a1484899500,23.04,23.04,23.04,23.04,250
412,23.24,23.24,23.24,23.24,9
413,23.24,23.24,23.24,23.24,5
414,23.24,23.24,23.24,23.24,1
a1485165120,22.89,22.89,22.89,22.89,1500
a1485273300,23.945,23.945,23.945,23.945,20
a1485336000,24.5,24.5,24.495,24.495,230
30,24.895,24.895,24.895,24.895,100
46,24.305,24.305,24.305,24.305,213
308,24.32,24.32,24.32,24.32,120
329,24.85,24.85,24.85,24.85,48
330,24.85,24.85,24.85,24.85,17
423,25,25,25,25,17
a1485441420,24.81,24.81,24.81,24.81,120
a1485763500,24.595,24.595,24.595,24.595,15
496,24.8,24.8,24.8,24.8,14
497,24.8,24.8,24.8,24.8,1
"
