SFO
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484651700,6.599,6.599,6.599,6.599,380
a1484727240,6.6,6.6,6.598,6.598,2361
298,6.55,6.55,6.55,6.55,500
a1484814000,6.6,6.6,6.6,6.6,200
a1484914260,6.65,6.65,6.65,6.65,250
a1485422640,6.85,6.85,6.85,6.85,146
1,7,7,7,7,1600
3,7,7,7,7,100
10,7,7,7,7,75
33,6.85,6.85,6.85,6.85,50
34,6.85,6.85,6.85,6.85,775
35,6.85,6.85,6.85,6.85,170
a1485517620,6.8,6.8,6.8,6.8,250
"
