TCO
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484641860,2.276,2.278,2.276,2.278,13950
169,2.289,2.289,2.289,2.289,3534
324,2.322,2.322,2.322,2.322,1936
a1484746560,2.314,2.315,2.314,2.315,3765
a1484813100,2.33,2.33,2.33,2.33,35
2,2.34,2.34,2.34,2.34,70
58,2.351,2.351,2.351,2.351,1000
182,2.35,2.35,2.35,2.35,1500
348,2.343,2.343,2.343,2.343,20
409,2.361,2.361,2.361,2.361,3506
a1484901960,2.307,2.307,2.307,2.307,750
76,2.304,2.304,2.304,2.304,576
130,2.302,2.302,2.302,2.302,3846
392,2.284,2.284,2.284,2.284,200
430,2.288,2.288,2.288,2.288,2400
a1485158880,2.278,2.28,2.278,2.28,1876
28,2.264,2.264,2.263,2.263,10000
414,2.276,2.276,2.276,2.276,5000
a1485248820,2.266,2.266,2.266,2.266,500
63,2.271,2.271,2.271,2.271,10000
99,2.257,2.257,2.257,2.257,100
106,2.255,2.255,2.255,2.255,5204
114,2.255,2.255,2.255,2.255,4820
115,2.255,2.255,2.255,2.255,3213
117,2.254,2.254,2.254,2.254,7562
128,2.243,2.245,2.243,2.245,2432
139,2.247,2.247,2.247,2.247,1397
286,2.237,2.237,2.237,2.237,50
329,2.237,2.237,2.237,2.237,1
357,2.236,2.237,2.236,2.237,4000
a1485331620,2.223,2.223,2.223,2.223,4034
75,2.222,2.222,2.222,2.222,5587
172,2.226,2.226,2.226,2.226,500
175,2.228,2.228,2.228,2.228,5000
311,2.22,2.22,2.22,2.22,400
373,2.221,2.221,2.221,2.221,6000
a1485418440,2.214,2.215,2.214,2.215,6000
103,2.234,2.234,2.234,2.234,500
131,2.23,2.23,2.23,2.23,800
261,2.226,2.226,2.226,2.226,3335
314,2.234,2.234,2.234,2.234,150
a1485504300,2.29,2.29,2.29,2.29,3211
1,2.33,2.33,2.33,2.33,1000
2,2.389,2.389,2.389,2.389,2335
4,2.374,2.377,2.374,2.377,10000
5,2.379,2.379,2.377,2.377,2430
18,2.423,2.423,2.423,2.423,269
19,2.4,2.4,2.4,2.4,269
20,2.405,2.405,2.405,2.405,272
21,2.422,2.422,2.422,2.422,3240
22,2.427,2.427,2.427,2.427,3968
27,2.455,2.455,2.455,2.455,200
28,2.433,2.433,2.433,2.433,10000
31,2.439,2.439,2.439,2.439,10000
32,2.455,2.455,2.455,2.455,65
40,2.455,2.455,2.455,2.455,6610
41,2.456,2.456,2.456,2.456,7387
42,2.451,2.451,2.451,2.451,440
45,2.437,2.437,2.437,2.437,1934
47,2.439,2.439,2.439,2.439,7387
51,2.445,2.445,2.445,2.445,9462
52,2.459,2.46,2.456,2.456,9550
54,2.459,2.459,2.459,2.459,585
55,2.457,2.458,2.457,2.458,4565
57,2.453,2.455,2.453,2.455,22200
62,2.456,2.456,2.456,2.456,1000
63,2.45,2.45,2.45,2.45,2622
69,2.442,2.443,2.442,2.443,1500
79,2.433,2.433,2.433,2.433,260
80,2.43,2.43,2.43,2.43,4990
82,2.428,2.428,2.428,2.428,64
84,2.424,2.424,2.418,2.418,11549
90,2.425,2.425,2.425,2.425,900
106,2.43,2.43,2.43,2.43,48
123,2.406,2.406,2.406,2.406,15000
132,2.401,2.405,2.401,2.405,4565
220,2.404,2.404,2.404,2.404,1000
317,2.45,2.45,2.45,2.45,750
323,2.459,2.459,2.459,2.459,300
350,2.462,2.465,2.462,2.465,9860
353,2.455,2.455,2.45,2.45,10154
368,2.453,2.453,2.445,2.451,15860
395,2.455,2.455,2.455,2.455,2050
435,2.446,2.446,2.446,2.446,1541
437,2.44,2.44,2.44,2.44,1000
472,2.412,2.412,2.412,2.412,3000
482,2.414,2.415,2.414,2.415,2427
a1485764220,2.392,2.392,2.385,2.385,8508
55,2.366,2.366,2.366,2.366,5365
67,2.367,2.367,2.367,2.367,48
236,2.343,2.343,2.343,2.343,77
286,2.341,2.341,2.341,2.341,1000
355,2.338,2.338,2.338,2.338,7690
371,2.337,2.338,2.337,2.338,5446
399,2.33,2.33,2.33,2.33,7300
"
