30L2
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484641200,14,14,14,14,100
42,14.3,14.3,14.3,14.3,320
190,14.31,14.31,14.31,14.31,160
466,14.25,14.25,14.25,14.25,30
a1484750040,15.25,15.25,15.25,15.25,800
32,15.2,15.2,15.2,15.2,117
41,15.15,15.15,15.15,15.15,100
113,15.185,15.185,15.185,15.185,50
a1484899560,15.635,15.635,15.635,15.635,55
155,15.255,15.3,15.255,15.3,164
a1485159180,15.8,15.8,15.8,15.8,488
1,15.8,15.8,15.8,15.8,20
23,15.8,15.8,15.8,15.8,69
95,15.85,15.85,15.85,15.85,25
96,15.85,15.85,15.85,15.85,375
409,15.76,15.76,15.76,15.76,150
a1485248940,16.16,16.16,16.16,16.16,90
21,16.3,16.3,16.18,16.18,1316
22,16.3,16.3,16.3,16.3,80
24,16.3,16.3,16.3,16.3,45
25,16.3,16.3,16.3,16.3,100
26,16.3,16.3,16.3,16.3,100
27,16.3,16.3,16.3,16.3,200
28,16.3,16.3,16.3,16.3,400
33,16.3,16.3,16.3,16.3,1009
72,15.905,15.905,15.905,15.905,20
422,16.1,16.1,16.1,16.1,82
425,16.1,16.1,16.1,16.1,383
431,16.1,16.1,16.1,16.1,306
a1485335160,15.9,15.9,15.9,15.9,71
6,15.9,15.9,15.9,15.9,29
270,16.045,16.045,16.045,16.045,100
285,16.045,16.045,16.045,16.045,10
349,16.045,16.045,16.045,16.045,129
432,16.045,16.045,16.045,16.045,30
a1485441660,15.8,15.8,15.8,15.8,1537
a1485533700,16.09,16.09,16.09,16.09,80
a1485764280,15.8,15.8,15.8,15.8,172
57,15.8,15.8,15.8,15.8,100
79,15.8,15.8,15.8,15.8,181
293,16.05,16.05,16.05,16.05,92
298,16.05,16.05,16.05,16.05,90
300,16.05,16.05,16.05,16.05,95
301,16.05,16.05,16.05,16.05,23
"
