ISH2
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640180,1.115,1.115,1.115,1.115,50
171,1.159,1.159,1.159,1.159,237
175,1.159,1.159,1.159,1.159,25
437,1.121,1.122,1.121,1.122,10000
a1484726580,1.13,1.13,1.13,1.13,11
32,1.14,1.14,1.139,1.139,10300
45,1.139,1.139,1.139,1.139,677
57,1.139,1.139,1.139,1.139,2
140,1.14,1.14,1.139,1.139,5000
175,1.14,1.14,1.14,1.14,6885
177,1.16,1.16,1.16,1.16,7000
178,1.18,1.18,1.18,1.18,1000
213,1.17,1.17,1.17,1.17,1000
219,1.18,1.18,1.17,1.17,14000
361,1.18,1.18,1.18,1.18,297
441,1.18,1.18,1.18,1.18,909
442,1.18,1.18,1.18,1.18,8794
453,1.18,1.18,1.18,1.18,3500
462,1.19,1.19,1.19,1.19,5000
a1484812980,1.19,1.19,1.19,1.19,100
47,1.17,1.17,1.17,1.17,3
57,1.18,1.18,1.179,1.179,3746
112,1.171,1.171,1.171,1.171,1
131,1.189,1.189,1.189,1.189,65
190,1.189,1.189,1.189,1.189,65
200,1.17,1.171,1.17,1.171,3032
255,1.151,1.151,1.151,1.151,16
330,1.161,1.161,1.161,1.161,2
373,1.189,1.189,1.189,1.189,126
411,1.189,1.189,1.189,1.189,111
428,1.189,1.189,1.189,1.189,4
446,1.18,1.18,1.179,1.179,4334
a1484912760,1.161,1.161,1.161,1.161,10
12,1.189,1.189,1.189,1.189,127
66,1.189,1.189,1.189,1.189,72
67,1.161,1.161,1.161,1.161,7
117,1.19,1.19,1.189,1.189,3500
167,1.189,1.189,1.189,1.189,117
196,1.189,1.189,1.189,1.189,103
232,1.189,1.189,1.189,1.189,1000
a1485161640,1.199,1.199,1.198,1.198,5000
33,1.161,1.161,1.161,1.161,3
103,1.19,1.19,1.19,1.19,388
141,1.19,1.19,1.19,1.19,2840
151,1.162,1.162,1.162,1.162,3
397,1.195,1.195,1.195,1.195,2500
437,1.201,1.201,1.201,1.201,276
438,1.2,1.2,1.2,1.2,282
440,1.195,1.195,1.195,1.195,5221
445,1.195,1.195,1.195,1.195,1000
a1485245520,1.196,1.196,1.196,1.196,3
106,1.195,1.195,1.195,1.195,2500
230,1.214,1.214,1.214,1.214,203
247,1.195,1.195,1.195,1.195,4775
291,1.212,1.212,1.212,1.212,158
296,1.212,1.212,1.212,1.212,82
401,1.171,1.171,1.171,1.171,6
430,1.204,1.204,1.204,1.204,1500
a1485331380,1.193,1.193,1.193,1.193,6
101,1.171,1.171,1.171,1.171,7
121,1.209,1.209,1.209,1.209,126
157,1.209,1.209,1.209,1.209,126
164,1.209,1.209,1.209,1.209,126
221,1.191,1.191,1.191,1.191,5
236,1.19,1.191,1.19,1.191,4644
288,1.208,1.208,1.208,1.208,53
424,1.171,1.171,1.171,1.171,4
506,1.209,1.209,1.209,1.209,7
a1485417780,1.2,1.2,1.2,1.2,6
71,1.177,1.177,1.177,1.177,28
89,1.181,1.181,1.181,1.181,19
120,1.181,1.181,1.181,1.181,23
133,1.207,1.207,1.207,1.207,388
152,1.181,1.181,1.181,1.181,4000
329,1.186,1.186,1.186,1.186,13
383,1.19,1.19,1.19,1.19,4137
425,1.171,1.171,1.171,1.171,10
439,1.171,1.171,1.171,1.171,3
505,1.199,1.199,1.199,1.199,14
a1485504180,1.17,1.17,1.17,1.17,50
179,1.171,1.171,1.171,1.171,1
182,1.188,1.188,1.188,1.188,200
206,1.18,1.18,1.18,1.18,212
404,1.18,1.18,1.18,1.18,1000
476,1.171,1.171,1.171,1.171,40
a1485763380,1.21,1.21,1.21,1.21,2248
20,1.171,1.171,1.171,1.171,279
38,1.172,1.172,1.172,1.172,333
68,1.209,1.209,1.209,1.209,76
132,1.171,1.171,1.171,1.171,60
134,1.171,1.171,1.171,1.171,6
200,1.209,1.209,1.209,1.209,81
228,1.209,1.209,1.209,1.209,81
294,1.17,1.171,1.17,1.171,3045
371,1.198,1.198,1.198,1.198,107
378,1.161,1.161,1.161,1.161,3
421,1.161,1.161,1.161,1.161,6
"
