KHNZ
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,81.49,81.49,81.49,81.49,1
80,81.5,81.5,81.5,81.5,50
171,81.49,81.49,81.49,81.49,34
218,81.11,81.11,81.11,81.11,80
219,81.1,81.1,81.1,81.1,92
307,81.11,81.11,81.11,81.11,115
446,81.81,81.81,81.81,81.81,20
480,81.72,81.72,81.71,81.71,100
a1484729040,82,82,82,82,50
38,82.59,82.59,82.2,82.2,240
268,82.8,82.8,82.8,82.8,50
432,82.52,82.52,82.52,82.52,206
450,82.64,82.64,82.64,82.64,4
466,82.55,82.55,82.55,82.55,23
a1484814780,82.31,82.31,82.31,82.31,25
a1484899500,82.9,82.9,82.9,82.9,1
31,82.01,82.01,82.01,82.01,20
112,82.59,82.59,82.59,82.59,90
138,82.98,82.98,82.98,82.98,40
287,82.32,82.32,82.32,82.32,70
377,82.84,82.84,82.84,82.84,7
467,82.91,82.91,82.91,82.91,47
a1485172500,83.1,83.1,83.1,83.1,10
198,82.69,82.69,82.69,82.69,29
228,82.2,82.2,82.2,82.2,13
258,82.26,82.26,82.26,82.26,29
272,82.25,82.25,82.25,82.25,19
a1485263880,82.9,82.9,82.9,82.9,20
160,82.48,82.48,82.48,82.48,30
165,82.52,82.52,82.52,82.52,10
173,82.28,82.28,82.28,82.28,40
a1485334260,83.46,83.46,83.46,83.46,12
418,82.99,82.99,82.99,82.99,12
a1485417900,82.48,82.48,82.48,82.48,1
63,82.79,82.79,82.79,82.79,102
66,82.8,82.8,82.8,82.8,154
88,83,83,83,83,12
266,82.61,82.61,82.61,82.61,11
312,82.61,82.61,82.61,82.61,40
351,82.54,82.54,82.54,82.54,100
388,83.6,83.6,83.3,83.3,79
401,83.2,83.2,83.2,83.2,69
411,83.2,83.2,83.2,83.2,22
454,83.42,83.42,83.42,83.42,111
494,83.7,83.7,83.7,83.7,76
a1485509580,83.5,83.5,83.5,83.5,170
119,83.65,83.65,83.65,83.65,115
239,83.87,83.87,83.87,83.87,60
a1485763500,83.94,83.94,83.94,83.94,51
496,83.1,83.1,83.1,83.1,200
"
