S26
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640600,9.8,9.8,9.8,9.8,100
118,9.65,9.65,9.65,9.65,450
223,9.6,9.6,9.6,9.6,100
a1484750520,9.6,9.6,9.6,9.6,300
a1484826360,9.75,9.75,9.75,9.75,10
86,9.65,9.65,9.65,9.65,100
a1484907000,9.8,9.8,9.8,9.8,200
318,9.6,9.6,9.6,9.6,1200
a1485171120,9.35,9.35,9.35,9.35,450
56,9.2,9.2,9.2,9.2,400
a1485331560,9.2,9.2,9.2,9.2,100
171,9.5,9.5,9.5,9.5,1100
a1485446940,9.35,9.35,9.35,9.35,200
a1485516360,9.4,9.4,9.4,9.4,90
"
