I7N
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640180,0.569,0.569,0.569,0.569,2000
63,0.53,0.531,0.53,0.531,5000
a1484730000,0.511,0.511,0.511,0.511,1
215,0.52,0.52,0.52,0.52,3413
221,0.511,0.52,0.511,0.52,5700
a1484819880,0.51,0.51,0.51,0.51,1108
240,0.51,0.51,0.51,0.51,392
243,0.52,0.52,0.52,0.52,9600
373,0.52,0.52,0.52,0.52,8
a1484902140,0.544,0.544,0.543,0.543,11000
1,0.55,0.55,0.544,0.544,20670
5,0.545,0.545,0.545,0.545,4330
40,0.569,0.579,0.568,0.568,6202
41,0.569,0.569,0.569,0.569,299
43,0.58,0.58,0.579,0.579,1995
45,0.59,0.59,0.59,0.59,5
53,0.567,0.567,0.567,0.567,1942
55,0.567,0.567,0.567,0.567,1929
57,0.567,0.567,0.567,0.567,899
163,0.533,0.55,0.533,0.55,672
199,0.584,0.584,0.584,0.584,1000
a1485185940,0.55,0.55,0.55,0.55,1309
13,0.549,0.549,0.549,0.549,1000
984,0.548,0.548,0.548,0.548,30
a1485251700,0.507,0.507,0.507,0.507,25
a1485338700,0.583,0.583,0.549,0.549,8294
2,0.649,0.649,0.621,0.621,44229
3,0.613,0.63,0.613,0.629,15336
6,0.63,0.63,0.628,0.628,10839
7,0.65,0.65,0.65,0.65,2500
8,0.65,0.66,0.65,0.66,1435
26,0.613,0.613,0.613,0.613,4250
31,0.65,0.65,0.65,0.65,1000
38,0.65,0.65,0.65,0.65,115
54,0.631,0.631,0.631,0.631,1894
57,0.63,0.631,0.63,0.631,18200
58,0.63,0.63,0.63,0.63,7000
64,0.631,0.631,0.631,0.631,320
96,0.604,0.63,0.604,0.63,5377
155,0.6,0.6,0.6,0.6,115
172,0.62,0.62,0.62,0.62,1000
175,0.606,0.606,0.606,0.606,10000
186,0.62,0.62,0.62,0.62,1000
188,0.62,0.62,0.62,0.62,500
206,0.61,0.61,0.61,0.61,400
284,0.629,0.629,0.629,0.629,1500
329,0.61,0.61,0.61,0.61,600
330,0.63,0.63,0.61,0.61,6400
344,0.63,0.63,0.63,0.63,600
369,0.635,0.635,0.621,0.621,4000
370,0.635,0.635,0.634,0.634,7000
a1485417780,0.652,0.652,0.652,0.652,430
136,0.619,0.619,0.619,0.619,4663
137,0.63,0.63,0.629,0.629,5337
251,0.62,0.62,0.62,0.62,2000
a1485505800,0.571,0.6,0.571,0.6,10000
152,0.58,0.58,0.58,0.58,3000
194,0.58,0.58,0.58,0.58,500
200,0.58,0.58,0.579,0.579,6525
338,0.599,0.599,0.599,0.599,1000
a1485763380,0.62,0.62,0.62,0.62,1500
2,0.66,0.66,0.62,0.62,1000
88,0.638,0.638,0.638,0.638,100
255,0.59,0.59,0.59,0.59,500
"
