VODJ
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484649900,24.045,24.045,24.045,24.045,50
a1484734140,24.26,24.26,24.26,24.26,600
a1485162600,23.92,23.92,23.92,23.92,4
215,23.99,23.99,23.99,23.99,66
259,23.99,23.99,23.99,23.99,21
268,23.99,23.99,23.99,23.99,12
270,23.99,23.99,23.99,23.99,1
a1485245100,23.97,23.97,23.97,23.97,85
a1485332700,23.2,23.275,23.2,23.275,175
76,23.2,23.22,23.2,23.22,265
136,23,23,23,23,191
140,23.055,23.055,23.055,23.055,105
363,23.135,23.135,23.135,23.135,1938
418,22.9,22.9,22.9,22.9,70
a1485421200,23,23,23,23,45
384,23.075,23.075,23.075,23.075,86
a1485763620,23.785,23.785,23.785,23.785,1261
4,23.895,23.895,23.895,23.895,176
432,23.35,23.35,23.35,23.35,10
"
