HAR
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484664000,54.94,54.94,54.94,54.94,28
8,54.85,54.85,54.85,54.85,210
a1484838600,54.82,54.82,54.82,54.82,197
73,54.9,54.9,54.9,54.9,36
76,54.79,54.79,54.79,54.79,184
a1484913120,55.21,55.21,55.21,55.21,1
115,55,55,55,55,75
251,55.49,55.49,55.49,55.49,17
a1485176700,54.81,54.81,54.81,54.81,40
185,55.12,55.12,55.12,55.12,40
a1485356940,55.58,55.58,55.58,55.58,13
30,55.52,55.52,55.52,55.52,27
78,55.76,55.76,55.76,55.76,17
a1485440460,55.8,55.8,55.8,55.8,27
38,56.43,56.43,56.43,56.43,74
62,56.61,56.66,56.61,56.66,600
66,56.65,56.65,56.65,56.65,20
a1485506100,56.33,56.33,56.33,56.33,27
15,56.33,56.33,56.33,56.33,43
39,56.14,56.14,56.14,56.14,27
48,56.1,56.1,56.1,56.1,173
420,55.31,55.31,55.31,55.31,18
448,55.03,55.03,55.03,55.03,18
a1485792420,54.18,54.19,54.18,54.19,55
"
