FLN
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,20.295,20.295,20.295,20.295,250
62,20.25,20.25,20.25,20.25,231
258,20.465,20.465,20.465,20.465,1747
342,20.65,20.65,20.65,20.65,316
370,20.805,20.805,20.805,20.805,400
378,20.83,20.83,20.83,20.83,50
469,20.68,20.68,20.68,20.68,540
490,20.78,20.78,20.78,20.78,500
503,20.78,20.78,20.78,20.78,100
a1484727240,20.65,20.65,20.65,20.65,100
120,20.5,20.5,20.5,20.5,32
141,20.38,20.39,20.38,20.39,600
a1484813160,20.5,20.5,20.5,20.5,32
2,20.5,20.5,20.5,20.5,18
49,20.445,20.445,20.445,20.445,462
161,20.35,20.35,20.35,20.35,70
164,20.3,20.3,20.3,20.3,147
236,20.375,20.375,20.375,20.375,200
a1484899980,20.3,20.3,20.3,20.3,80
a1485158820,19.835,19.835,19.835,19.835,500
255,20.24,20.24,20.24,20.24,100
257,20.24,20.24,20.24,20.24,50
408,20.235,20.235,20.235,20.235,900
462,20.61,20.61,20.61,20.61,200
a1485253680,20.445,20.445,20.445,20.445,250
42,20.385,20.385,20.385,20.385,500
a1485359580,21,21,21,21,1400
3,21.12,21.12,21.12,21.12,700
a1485429060,21.2,21.2,21.2,21.2,300
106,20.935,20.935,20.935,20.935,2
a1485504780,21.1,21.1,21.1,21.1,1000
159,21.33,21.33,21.2,21.2,1000
335,21.3,21.3,21.3,21.3,1000
"
