SMK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484906520,0.075,0.075,0.06,0.06,25000
344,0.06,0.06,0.06,0.06,5000
346,0.056,0.056,0.056,0.056,4000
a1485176460,0.065,0.065,0.059,0.059,26000
a1485270060,0.056,0.056,0.056,0.056,2841
a1485331500,0.061,0.061,0.061,0.061,6000
294,0.061,0.061,0.061,0.061,19841
308,0.061,0.061,0.061,0.061,60919
327,0.061,0.061,0.061,0.061,19081
a1485420420,0.061,0.061,0.061,0.061,100000
301,0.06,0.06,0.06,0.06,60000
a1485525120,0.061,0.061,0.061,0.061,29919
25,0.06,0.061,0.06,0.061,193281
a1485776460,0.063,0.063,0.061,0.061,59100
192,0.059,0.059,0.059,0.059,10000
"
