GHG
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484738940,0.026,0.026,0.026,0.026,20000
a1484813100,0.026,0.026,0.026,0.026,10000
307,0.026,0.026,0.026,0.026,3500
a1484925540,0.026,0.026,0.026,0.026,71961
a1485170220,0.026,0.026,0.026,0.026,20000
186,0.026,0.026,0.026,0.026,62967
187,0.026,0.026,0.026,0.026,37033
240,0.028,0.028,0.026,0.026,50000
a1485245100,0.026,0.026,0.026,0.026,1000
489,0.017,0.017,0.017,0.017,10000
a1485333420,0.026,0.026,0.026,0.026,17600
340,0.02,0.02,0.02,0.02,500
365,0.026,0.026,0.026,0.026,5000
a1485510300,0.03,0.03,0.024,0.024,83333
334,0.026,0.026,0.026,0.026,1000
a1485773700,0.02,0.02,0.02,0.02,1000
258,0.024,0.024,0.024,0.024,10000
"
