ZZMS
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484812860,7.5,7.5,7.5,7.5,200
a1484899860,7.816,7.816,7.816,7.816,180
9,7.826,7.868,7.826,7.868,10000
380,8.085,8.085,8.085,8.085,100
a1485158460,7.961,7.961,7.961,7.961,600
a1485331260,7.9,7.9,7.9,7.9,12888
11,8.08,8.08,8.08,8.08,500
444,8.15,8.15,8.15,8.15,500
a1485417780,8.286,8.286,8.286,8.286,189
333,8.31,8.31,8.31,8.31,603
334,8.31,8.31,8.31,8.31,397
a1485763260,8.221,8.221,8.221,8.221,100
"
