SFT
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,68,68,68,68,467
104,67.81,67.81,67.81,67.81,180
105,68,68,68,68,30
136,68,68,68,68,28
189,67.8,67.8,67.8,67.8,250
438,67.7,67.7,67.7,67.7,40
484,67.62,67.62,67.62,67.62,80
485,67.7,67.7,67.7,67.7,150
493,67.5,67.5,67.5,67.5,110
502,67.5,67.5,67.5,67.5,45
a1484726700,68.4,68.4,68.4,68.4,50
286,68.3,68.3,68.3,68.3,1000
317,68.3,68.3,68.3,68.3,500
318,68.3,68.3,68.3,68.3,500
385,68.69,68.7,68.69,68.7,2000
408,68.89,68.89,68.89,68.89,1000
447,68.5,68.5,68.5,68.5,650
476,69,69,69,69,70
a1484813100,68.5,68.5,68.5,68.5,35
30,68.5,68.5,68.5,68.5,300
33,68.5,68.5,68.5,68.5,220
98,68.5,68.5,68.5,68.5,180
212,68.5,68.5,68.5,68.5,500
364,68.01,68.01,68.01,68.01,20
393,67.76,68,67.76,68,39
464,68.45,68.45,68.45,68.45,2
471,68.45,68.45,68.45,68.45,66
472,68.45,68.45,68.45,68.45,30
a1484899500,69.2,69.2,69.2,69.2,100
18,68.6,68.6,68.6,68.6,75
52,69.2,69.2,69.2,69.2,50
93,68.75,68.75,68.75,68.75,360
199,69,69,69,69,75
213,69.19,69.19,69.19,69.19,50
218,69.19,69.19,69.19,69.19,32
316,69.2,69.2,69.2,69.2,100
351,69.2,69.2,69.2,69.2,100
465,68.8,69.1,68.8,69.1,300
a1485158700,69.1,69.1,69.1,69.1,50
43,69,69,69,69,50
55,68.9,68.9,68.9,68.9,45
80,68.9,68.9,68.9,68.9,1
112,69.1,69.1,69.1,69.1,180
210,68.9,68.9,68.9,68.9,25
388,69.21,69.21,69.21,69.21,80
421,69.19,69.19,69.19,69.19,28
487,69.15,69.15,69.15,69.15,104
489,69.35,69.35,69.35,69.35,4
a1485249900,69.5,69.5,69.5,69.5,201
18,69.15,69.15,69.15,69.15,26
227,69.15,69.15,69.15,69.15,40
266,69.5,69.5,69.5,69.5,39
304,69.9,69.9,69.9,69.9,25
308,69.36,69.36,69.36,69.36,90
309,69.9,69.9,69.9,69.9,75
326,70,70,70,70,200
339,69.61,69.61,69.61,69.61,10
349,70,70,70,70,150
350,70.24,70.24,70.24,70.24,100
351,70.25,70.25,70.25,70.25,500
360,70.24,70.24,70.24,70.24,100
372,70.39,70.39,70.39,70.39,200
a1485331500,71.05,71.05,71.05,71.05,720
9,71.81,71.81,71.81,71.81,6
58,71.91,71.91,71.91,71.91,5
119,71.9,71.9,71.9,71.9,60
120,71.9,71.9,71.9,71.9,118
180,72,72,71.91,71.91,100
301,72,72,72,72,50
318,71.37,71.37,71.37,71.37,30
330,72,72,72,72,100
444,72,72,72,72,20
446,72,72,72,72,5
452,72,72,72,72,225
461,72,72,72,72,7
496,71.77,71.77,71.77,71.77,100
500,72.3,72.3,72,72,54
a1485417900,73,73,73,73,43
1,73.15,73.15,73.15,73.15,100
16,73.3,73.3,73.3,73.3,500
91,73.97,73.97,73.3,73.3,1000
100,73.5,73.5,73.5,73.5,45
104,73.5,73.5,73.5,73.5,45
133,73.65,73.65,73.65,73.65,500
134,73.77,73.77,73.77,73.77,180
138,73.5,73.5,73.5,73.5,20
153,73.93,73.93,73.93,73.93,150
154,73.5,73.5,73.5,73.5,237
163,73.63,73.63,73.63,73.63,150
167,73.59,73.59,73.59,73.59,20
169,73.01,73.01,73.01,73.01,170
173,73.5,73.5,73.5,73.5,433
269,73.75,73.75,73.75,73.75,50
299,73.6,73.6,73.6,73.6,25
301,73.5,73.5,73.5,73.5,69
306,73.01,73.01,73.01,73.01,16
321,73.75,73.75,73.75,73.75,100
338,73.75,73.75,73.75,73.75,350
340,73.97,73.97,73.8,73.8,140
356,73.2,73.2,73.2,73.2,1098
365,73.01,73.4,73.01,73.4,140
a1485504720,73.01,73.01,73.01,73.01,50
2,73.04,73.04,73.04,73.04,30
83,72.3,72.3,72.3,72.3,18
126,72.75,72.75,72.75,72.75,6
434,72.3,72.3,72.3,72.3,46
475,73.02,73.02,73.02,73.02,140
a1485765780,73,73,73,73,55
112,71.9,71.9,71.9,71.9,35
345,72,72,72,72,100
461,71.46,72.1,71.46,72.1,220
"
