EDGA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640540,3.36,3.36,3.36,3.36,3000
2,3.394,3.394,3.394,3.394,500
124,3.395,3.395,3.395,3.395,1000
295,3.29,3.29,3.29,3.29,677
329,3.29,3.29,3.29,3.29,1023
342,3.33,3.33,3.33,3.33,2000
424,3.3,3.3,3.3,3.3,1000
a1484839800,3.285,3.285,3.285,3.285,500
48,3.292,3.292,3.292,3.292,6300
a1485158700,3.254,3.254,3.254,3.254,85
a1485258960,3.3,3.3,3.3,3.3,1000
148,3.3,3.3,3.3,3.3,200
156,3.3,3.3,3.3,3.3,1200
163,3.354,3.354,3.354,3.354,1020
a1485361740,3.2,3.2,3.2,3.2,1000
959,3.24,3.24,3.216,3.216,13000
960,3.2,3.2,3.2,3.2,4000
962,3.185,3.185,3.185,3.185,844
a1485421860,3.183,3.183,3.183,3.183,130
46,3.183,3.183,3.183,3.183,870
81,3.16,3.16,3.16,3.16,2940
91,3.17,3.17,3.17,3.17,500
96,3.17,3.17,3.17,3.17,370
102,3.16,3.19,3.16,3.19,190
104,3.14,3.15,3.14,3.15,3810
238,3.13,3.157,3.13,3.157,6386
259,3.13,3.13,3.13,3.13,3614
a1485509280,3.102,3.102,3.102,3.102,1800
341,3.164,3.164,3.164,3.164,4440
342,3.164,3.164,3.164,3.164,4440
362,3.162,3.162,3.162,3.162,1120
a1485763560,3.2,3.2,3.2,3.2,1187
20,3.2,3.2,3.2,3.2,413
"
