CTMA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484819220,53.16,53.16,53.16,53.16,20
319,52.36,52.36,52.36,52.36,20
a1485167400,52.75,52.75,52.75,52.75,105
252,51.98,51.98,51.98,51.98,55
a1485248160,50.94,51.17,50.94,51.17,875
334,52.55,52.55,52.55,52.55,36
335,52.05,52.05,52.05,52.05,375
379,52.02,52.02,52.02,52.02,414
380,52.2,52.2,52.2,52.2,414
a1485332820,53.13,53.13,53.13,53.13,95
368,52.39,52.39,52.39,52.39,95
399,52.31,52.31,52.31,52.31,10
a1485763620,54,54,54,54,20
"
