IMO
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484640300,1.72,1.72,1.72,1.72,3000
181,1.749,1.749,1.749,1.749,5000
222,1.752,1.752,1.752,1.752,400
313,1.75,1.75,1.75,1.75,10000
438,1.75,1.75,1.75,1.75,2000
a1484736600,1.741,1.741,1.741,1.741,1000
1,1.74,1.741,1.74,1.741,4000
300,1.757,1.757,1.757,1.757,2000
a1484823840,1.748,1.748,1.748,1.748,1700
167,1.74,1.74,1.74,1.74,90
224,1.749,1.749,1.749,1.749,1000
227,1.732,1.74,1.732,1.74,2910
a1484907360,1.744,1.744,1.744,1.744,1700
1,1.732,1.732,1.732,1.732,2600
7,1.71,1.71,1.71,1.71,2287
10,1.71,1.71,1.71,1.71,3313
94,1.75,1.75,1.736,1.736,15500
189,1.719,1.719,1.719,1.719,17
254,1.735,1.735,1.735,1.735,2000
258,1.72,1.72,1.72,1.72,666
a1485187200,1.702,1.702,1.702,1.702,211
a1485254760,1.702,1.702,1.702,1.702,250
168,1.702,1.71,1.702,1.71,600
300,1.7,1.7,1.7,1.7,350
a1485344580,1.72,1.72,1.72,1.72,31000
61,1.743,1.743,1.743,1.743,3000
272,1.753,1.753,1.753,1.753,5000
a1485444300,1.742,1.742,1.742,1.742,5000
a1485763500,1.735,1.735,1.735,1.735,1850
179,1.73,1.73,1.73,1.73,3000
420,1.732,1.732,1.732,1.732,3000
431,1.732,1.732,1.732,1.732,2500
453,1.729,1.729,1.729,1.729,3000
454,1.729,1.729,1.729,1.729,3000
"
