DGR
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484653500,14.39,14.39,14.375,14.375,1000
60,14.52,14.52,14.52,14.52,93
a1484726580,14.6,14.6,14.6,14.6,7
74,14.225,14.25,14.225,14.25,617
a1484812980,14.465,14.465,14.465,14.465,10
367,14.465,14.465,14.46,14.46,226
370,14.55,14.55,14.55,14.55,130
a1485183660,14.44,14.44,14.35,14.35,240
a1485260340,14.6,14.6,14.52,14.52,303
a1485336780,14.35,14.355,14.35,14.355,420
1,14.35,14.35,14.35,14.35,420
a1485426000,14.3,14.31,14.3,14.31,380
173,14.59,14.59,14.59,14.59,21
a1485505740,14.34,14.34,14.34,14.34,800
a1485789840,14.155,14.16,14.155,14.16,200
36,14.1,14.155,14.1,14.155,1334
"
