SFD1
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=
TIMEZONE_OFFSET=60
a1484662440,0.589,0.589,0.589,0.589,718
2,0.624,0.624,0.624,0.624,327
a1484727540,0.589,0.589,0.589,0.589,2000
46,0.572,0.572,0.572,0.572,20
49,0.624,0.624,0.624,0.624,243
a1484812980,0.6,0.6,0.6,0.6,800
367,0.574,0.574,0.574,0.574,20
368,0.624,0.624,0.624,0.624,374
414,0.624,0.624,0.624,0.624,446
a1484923440,0.589,0.589,0.589,0.589,2000
1,0.624,0.624,0.624,0.624,337
40,0.623,0.623,0.623,0.623,200
a1485160740,0.588,0.588,0.588,0.588,2000
125,0.599,0.599,0.599,0.599,2000
a1485245220,0.624,0.624,0.624,0.624,286
336,0.623,0.623,0.623,0.623,2000
a1485334380,0.588,0.588,0.588,0.588,50
179,0.588,0.588,0.588,0.588,1300
a1485423120,0.556,0.556,0.556,0.556,12
a1485504720,0.599,0.599,0.599,0.599,208
57,0.557,0.557,0.557,0.557,1
243,0.6,0.6,0.6,0.6,1000
372,0.6,0.6,0.6,0.6,1222
a1485783960,0.565,0.565,0.565,0.565,150
41,0.565,0.565,0.565,0.565,15
68,0.6,0.6,0.6,0.6,1000
154,0.6,0.6,0.593,0.593,1013
"
