AZU
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1491996420,19.615
a1492501560,19.61
a1492673820,19.67
a1492779600,19.22
a1493103900,19.5
a1493215860,19.5
"
