TOTA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=60
a1484733660,47.945
a1485180660,47.73
a1485526200,47.38
a1486387740,47.2
a1487866500,48.085
"
