MPRK
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1491305040,0.68
a1491402960,0.67
a1491482220,0.67
a1491902340,0.65
a1492007160,0.65
"
