0YYA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=60
a1490372520,42.41
TIMEZONE_OFFSET=120
a1491203100,42.76
5,43
202,42.775
a1491383940,43.715
a1491917580,44
a1492009320,41.83
"
