FRS
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1501660920,2.9
a1501832880,3
a1502439600,3.049
a1502797080,3
107,3.039
a1502873220,3.049
"
