A5A
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1501659720,1.141
110,1.102
a1501834620,1.064
a1502175780,1.1
a1502284380,1.035
a1502350980,1.05
"
