INH
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
483,64.04
486,64
491,63.92
492,63.87
493,63.92
494,64.01
497,64.06
499,64.08
501,64.06
502,64.06
503,64.11
506,64.12
507,64.14
a1502866980,64.1
1,64.1
2,64
3,63.97
4,63.85
6,63.79
7,63.68
8,63.65
9,63.66
10,63.65
11,63.59
12,63.53
13,63.51
17,63.45
19,63.35
20,63.32
22,63.3
23,63.39
24,63.48
25,63.49
26,63.57
27,63.6
28,63.62
29,63.67
31,63.68
33,63.7
36,63.85
44,63.96
46,63.96
48,64
49,64
50,64
51,64
52,64
53,64.06
58,64
59,63.9
60,63.9
62,63.91
67,63.92
69,63.95
78,63.99
80,64.02
81,64.02
82,64.02
83,64.08
84,64.03
85,64.09
88,64.09
89,64.03
90,64.03
91,63.95
92,63.92
94,63.9
97,63.76
99,63.76
100,63.72
102,63.72
104,63.65
111,63.69
112,63.74
113,63.67
114,63.66
117,63.36
118,63.44
119,63.45
127,63.47
136,63.5
138,63.51
140,63.51
145,63.52
146,63.61
148,63.61
149,63.68
150,63.69
153,63.75
156,63.75
161,63.78
165,64.05
166,63.97
170,63.97
171,63.8
173,63.8
175,63.78
176,63.73
177,63.73
178,63.85
183,64.04
213,64.06
222,64.04
231,64.08
233,64.08
240,64.15
241,64.15
242,64.19
245,64.26
247,64.3
250,64.39
252,64.25
272,64.19
273,64.31
279,64.29
285,64.32
290,64.32
292,64.37
313,64.5
319,64.49
327,64.65
328,64.32
338,64.53
339,64.6
354,64.5
355,64.48
357,64.39
363,64.47
379,64.46
387,64.41
396,64.37
397,64.34
402,64.39
405,64.33
410,64.3
411,64.3
414,64.34
419,64.35
421,64.34
422,64.43
430,64.35
434,64.23
437,64.2
440,64.18
442,64.17
446,64.22
449,64.24
457,64.24
459,64.32
460,64.32
462,64.31
463,64.32
464,64.37
466,64.52
470,64.52
474,64.55
477,64.55
481,64.58
482,64.61
483,64.53
485,64.51
486,64.39
487,64.39
488,64.4
489,64.33
490,64.37
495,64.37
497,64.38
499,64.43
500,64.51
502,64.49
503,64.49
504,64.43
506,64.52
507,64.48
a1502953380,64.65
1,64.26
2,64.33
6,64.35
7,64.48
21,64.39
29,64.41
31,64.5
37,64.39
45,64.34
47,64.34
91,64.08
92,64.08
112,64
126,64.1
133,64.06
134,64.02
140,64.1
177,64.2
187,64.22
188,64.2
201,64.29
209,64.25
210,64.25
211,64.24
226,64.2
233,64.18
234,64.2
235,64.2
237,64.11
241,64.11
245,64.16
251,64.15
253,64.11
260,64.1
268,64.13
274,64.31
277,64.24
278,64.1
279,64.1
280,64.1
281,64.02
283,64.07
296,64.13
302,64.06
315,64.11
321,64.1
322,64.1
323,64
331,63.89
334,63.99
338,64.08
340,63.9
349,63.9
350,63.89
355,63.99
358,64.02
361,64
363,64.02
368,64.06
373,64.04
395,64.11
398,64.15
408,64.17
412,64.13
414,64.16
415,64.29
417,64.25
423,64.28
430,64.25
431,64.25
434,64.25
438,64.23
441,64.23
442,64.14
447,64.15
448,64.21
449,64.22
450,64.23
451,64.21
452,64.26
456,64.23
469,64.2
470,64.2
478,64.24
480,64.26
483,64.38
484,64.37
496,64.3
499,64.33
502,64.3
505,64.25
506,64.26
507,64.27
a1503039780,64.19
2,64.17
3,64.02
4,63.61
9,63.6
10,63.65
19,63.59
20,63.6
22,63.65
30,63.64
32,63.65
34,63.58
36,63.55
37,63.54
39,63.58
41,63.58
43,63.5
44,63.35
46,63.39
56,63.34
59,63.37
63,63.28
67,63.27
69,63.25
72,63.21
80,63.32
82,63.38
84,63.36
92,63.29
93,63.2
95,63.15
96,63.19
98,63.15
101,63.19
103,63.2
107,63.3
113,63.21
114,63.24
123,63.27
124,63.29
149,63.31
154,63.27
155,63.25
158,63.29
163,63.25
167,63.25
168,63.25
169,63.2
170,63.2
171,63.24
172,63.18
173,63.18
178,63.23
186,63.23
193,63.26
194,63.27
202,63.21
203,63.18
204,63.26
213,63.26
214,63.28
218,63.31
219,63.33
220,63.27
221,63.21
223,63.21
228,63.26
232,63.32
236,63.28
238,63.28
245,63.25
246,63.2
248,63.19
277,63.18
282,63.22
283,63.18
288,63.23
296,63.19
299,63
304,63
305,63
309,62.93
310,62.89
314,62.9
319,62.98
320,63.03
321,63.01
322,62.98
333,62.97
335,62.88
336,62.88
339,62.85
341,62.85
348,62.82
351,62.79
352,62.79
360,62.92
371,62.96
372,62.87
376,62.85
379,62.85
381,62.85
382,62.85
385,62.81
386,62.8
387,62.79
389,62.79
396,62.8
399,62.79
400,62.84
403,62.74
404,62.8
405,62.82
407,62.77
408,62.74
411,62.74
412,62.7
417,62.76
418,62.9
419,62.83
424,62.91
430,62.86
432,62.87
433,62.88
436,62.93
441,62.93
442,62.9
445,62.88
448,62.85
449,62.82
451,62.78
452,62.76
453,62.77
458,62.8
459,62.81
467,62.77
468,62.8
470,62.78
472,62.78
473,62.87
480,62.8
488,62.88
492,62.9
493,62.91
494,63
497,63.1
499,63.1
500,63.14
502,63.16
505,63.1
506,63.15
507,63.12
"
