SBS
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
291,54.02
301,54
306,54
311,53.91
313,54
318,54
320,54
321,54
327,53.97
330,54.1
334,54.14
364,54.03
371,54.19
374,54.1
375,54.05
382,54.3
394,54.49
398,54.49
408,54.68
414,54.8
419,54.84
420,54.84
424,54.88
435,54.95
445,55.05
458,55.2
459,55.2
460,55.2
465,55.2
467,55.14
468,55.2
471,55.17
472,55.18
479,55.12
488,55.14
507,55.19
a1491807780,54.78
1,54.98
3,55.19
4,55.2
5,55.2
6,55.2
7,55.14
8,55.2
9,55.2
12,55.2
19,55.2
33,55.2
37,55.2
42,55.2
47,55.2
89,55.2
148,55.2
150,55.2
157,55.2
167,55.16
171,55.2
178,55.16
192,55.13
198,55.2
206,55.2
209,55.2
211,55.2
221,55.2
223,55.16
227,55.16
231,55.16
242,55.2
243,55.2
257,55.89
258,55.41
266,55.49
270,55.49
277,55.49
282,55.38
316,55.4
317,55.4
344,55.43
351,55.48
387,55.5
417,55.5
422,55.5
440,55.6
441,55.72
447,55.76
452,55.81
458,55.86
460,55.86
463,55.86
465,55.86
468,55.95
471,56.04
475,55.95
478,55.95
480,55.9
488,55.91
491,55.91
496,55.91
498,55.92
499,55.9
500,55.83
504,55.89
505,55.9
506,55.97
a1491894180,56.5
2,56.01
9,56.26
29,56.27
38,56.15
59,56.22
68,56.15
73,56.15
94,56.02
124,56.02
137,55.9
138,55.97
192,56.26
198,56.26
219,56.15
227,56.32
234,56.16
237,56.32
244,56.26
246,56.1
255,56.12
265,56.34
266,56.2
282,56.37
295,56.26
302,56.34
303,56.26
315,56.19
325,56.16
346,56.38
349,56.23
362,56.26
363,56.39
364,56.41
372,56.35
373,56.41
381,56.5
383,56.28
385,56.27
386,56.4
387,56.4
388,56.41
418,56.32
420,56.06
431,56.1
438,55.92
439,55.81
444,55.74
447,55.72
452,55.65
454,55.36
455,55.28
456,55.23
459,55.3
465,55.11
468,55.1
469,55.1
471,55.17
484,55.4
485,55.61
487,55.61
492,55.6
497,55.67
498,55.57
505,55.58
507,55.58
a1491982080,55.72
27,55.8
36,55.87
67,55.75
98,55.84
101,55.76
102,55.71
103,55.6
146,55.6
176,55.54
201,55.4
202,55.44
212,55.46
222,55.43
223,55.43
224,55.49
230,55.29
235,55.57
282,55.5
293,55.51
313,55.59
317,55.75
362,55.71
365,55.61
366,55.56
367,55.61
403,55.61
405,55.58
406,55.66
415,55.67
417,55.75
440,55.69
444,55.67
455,55.65
463,55.66
466,55.74
468,55.65
471,55.65
472,55.62
473,55.63
478,55.53
481,55.59
482,55.59
a1492066980,55.1
1,55.25
2,55.37
73,55.17
107,54.91
113,54.71
117,54.71
146,54.49
168,54.27
169,54.28
201,54.28
228,54.14
255,54.06
256,54.27
269,54.36
278,54.31
302,54.39
308,54.39
312,54.27
319,54.39
337,54.12
338,54.28
339,54.26
357,54.51
374,54.45
377,54.21
387,54.2
405,54.19
412,54.12
431,54.26
432,54.35
433,54.4
436,54.5
453,54.59
472,54.61
478,54.63
479,54.63
484,54.67
491,54.89
492,55
499,54.89
500,54.77
506,54.85
507,54.84
a1492498980,54.5
6,54.47
7,54.35
8,54.23
9,54.29
28,54.19
29,54.26
35,54.33
42,54.33
148,54.22
149,54.18
150,54.22
160,54.21
167,54.32
173,54.17
196,54.17
199,54.02
200,53.82
201,53.82
215,53.96
226,54.1
229,54.07
250,53.95
257,53.94
258,53.93
261,53.93
306,53.93
322,53.88
332,53.77
341,53.83
342,53.93
361,53.81
370,53.86
372,53.91
384,53.87
387,53.82
394,53.88
398,53.83
407,53.85
408,54.12
413,54.12
414,54.02
426,54.04
430,54.13
431,54.1
436,54.08
438,54
439,54
440,54
446,54.03
448,54
450,54.03
451,54
454,54.02
455,54.03
457,54.13
463,54.02
466,54.02
467,54.12
469,54.03
472,54.03
474,54.03
475,54.13
476,54.22
477,54.25
481,54.35
485,54.35
486,54.31
489,54.23
492,54.2
495,54.15
497,54.13
498,54.31
500,54.29
502,54.45
503,54.37
504,54.45
506,54.45
a1492585380,54.33
17,53.96
22,53.9
25,53.86
30,53.85
31,53.7
37,53.66
42,53.52
56,53.47
57,53.54
58,53.54
61,53.5
64,53.5
65,53.5
66,53.51
67,53.51
70,53.5
74,53.5
79,53.51
80,53.57
85,53.5
92,53.45
99,53.34
100,53.31
105,53.24
107,53.24
110,53.24
113,53.24
115,53.24
120,53.23
122,53.23
127,53.23
128,53.23
134,52.99
137,52.86
141,52.89
144,52.85
152,52.83
155,52.83
159,52.78
160,52.84
174,52.69
177,52.84
187,52.88
188,52.86
196,52.88
202,52.94
212,53
224,53.12
227,53.12
237,53.04
238,53.18
249,53.1
251,53.2
252,53.2
262,53.2
263,53.22
267,53.17
282,53.2
285,53.05
315,53.28
334,53.3
386,53.18
400,53.21
404,53.4
430,53.57
438,53.59
444,53.48
448,53.56
457,53.71
467,53.74
468,53.84
471,53.95
473,54.12
474,54.27
475,54.3
484,54.26
486,54.25
487,54.25
490,54.26
492,54.3
495,54.29
498,54.26
507,54.17
a1492671780,53.58
2,54.23
3,54.21
4,54.24
11,54.25
14,54.6
18,55.38
20,55.45
23,55.43
30,55.57
31,55.4
32,55.14
39,55.08
41,54.91
45,55
58,54.88
59,54.55
60,54.5
64,54.51
65,54.31
66,54.31
71,54.29
72,54.3
73,54.34
74,54.5
77,54.5
89,55.36
102,55.08
106,55.17
133,55.22
166,55.22
169,55.17
172,55.32
178,55.06
185,55.17
216,55
217,55
226,54.57
259,54.61
264,54.61
315,54.44
351,54.57
359,54.43
382,54.41
409,54.44
411,54.49
464,54.57
478,54.54
479,54.61
482,54.51
493,54.45
496,54.46
497,54.46
501,54.49
505,54.22
506,54.26
507,54.31
a1492758180,54.44
1,54.21
2,54.05
3,53.85
8,54
24,53.92
26,54.02
41,53.87
81,53.9
90,53.98
109,53.8
124,53.8
125,53.8
126,53.8
127,53.8
128,53.8
137,53.8
139,53.68
145,53.54
156,53.2
157,53.33
159,53.3
160,53.2
161,53.2
164,53.16
166,52.98
169,53.14
177,52.92
191,52.79
204,52.75
207,52.79
216,52.73
223,52.6
226,52.66
233,52.6
237,52.45
239,52.3
248,52.3
251,52.27
255,52.1
256,52.29
272,52.38
273,52.38
274,52.41
275,52.49
276,52.51
281,52.64
301,52.72
304,52.82
315,52.71
320,52.71
341,52.75
350,52.64
362,52.59
378,52.71
394,52.64
396,52.54
404,52.28
410,52.2
421,52.2
424,52.2
427,52.04
428,51
429,51.4
430,51.41
431,51.4
432,51.4
433,51.43
438,51.5
440,51.48
445,51.42
446,51.44
453,51.58
459,51.44
463,51.44
464,51.44
470,51.35
473,51.3
474,51.3
483,51.41
485,51.37
486,51.37
488,51.37
490,51.3
491,51.3
492,51.12
495,51.05
496,51.21
497,51.21
500,51.18
502,51.11
507,51.04
"
