ABJA
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1494495420,22.75
a1494860100,22.58
a1495111020,22.005
a1495440480,22.39
a1495530360,22.21
275,22.155
"
