VOW4
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=60
a1484917320,29.365
a1485769740,29.825
a1486046220,29.885
56,29.885
a1486127700,29.885
19,29.3
"
