IC8
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1493386320,1.201
a1493711880,1.162
a1493969940,1.12
a1494425760,1.129
64,1.129
a1494486180,1.13
"
