R6C3
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
a1487750700,26.58
4,26.575
7,26.505
8,26.47
12,26.495
25,26.38
78,26.325
93,26.315
135,26.375
142,26.31
149,26.3
151,26.3
153,26.23
160,26.23
170,26.245
209,26.25
229,26.25
243,26.255
253,26.27
261,26.255
271,26.225
330,26.215
344,26.21
349,26.2
368,26.12
402,26.16
405,26.185
429,26.185
437,26.185
441,26.19
452,26.185
458,26.235
467,26.215
468,26.21
486,26.2
491,26.17
497,26.17
a1487837100,26.1
8,26.18
10,26.17
27,26.225
30,26.195
62,26.285
111,26.29
113,26.305
130,26.24
152,26.265
160,26.22
203,26.195
222,26.16
242,26.24
253,26.265
368,26.34
422,26.31
439,26.28
480,26.32
490,26.225
491,26.21
a1487923500,26.24
27,26.235
46,26.205
65,26.16
78,26.13
88,26.15
90,26.13
91,26.145
107,26.165
120,26.135
127,26.125
132,26.16
155,26.04
156,26.02
161,26.02
199,26.025
211,26.035
223,26.02
224,25.995
225,25.96
239,25.96
241,25.94
267,25.955
270,25.98
271,25.975
273,25.97
283,25.91
338,25.91
346,25.88
359,25.85
365,25.8
374,25.855
378,25.9
386,25.925
407,25.95
412,25.98
420,26.04
439,25.975
457,26.025
467,25.935
493,25.995
a1488182700,26.065
1,26.05
23,25.965
53,25.96
54,25.96
65,25.99
75,26.02
108,26.055
237,26.095
238,26.01
249,26.05
296,26
303,26.005
310,26
311,25.96
353,25.935
360,25.935
364,25.9
375,25.935
376,25.93
377,25.925
401,25.965
405,26
421,25.99
429,26.015
433,26
491,25.95
505,25.955
a1488269100,25.98
2,25.95
22,25.97
54,26.02
70,25.975
92,25.9
100,25.89
112,25.85
121,25.82
122,25.8
123,25.805
125,25.805
130,25.8
134,25.795
143,25.76
149,25.735
163,25.77
166,25.77
168,25.785
200,25.775
227,25.79
253,25.815
256,25.79
273,25.81
386,25.9
398,26
490,25.915
493,25.91
505,25.905
a1488355500,26.095
21,26.1
41,26.16
48,26.235
49,26.225
51,26.23
58,26.31
84,26.31
98,26.27
105,26.22
124,26.265
151,26.3
205,26.335
233,26.32
249,26.3
298,26.33
309,26.33
322,26.34
324,26.35
359,26.4
382,26.335
390,26.305
a1488441900,26.2
11,26.41
84,26.38
85,26.385
89,26.38
155,26.37
178,26.41
188,26.43
205,26.425
230,26.48
238,26.495
249,26.48
265,26.45
280,26.495
290,26.455
317,26.5
349,26.485
382,26.495
459,26.46
474,26.41
499,26.42
503,26.415
a1488528300,26.315
12,26.35
22,26.37
44,26.335
46,26.335
50,26.365
56,26.335
99,26.325
100,26.32
102,26.28
127,26.29
139,26.365
167,26.345
169,26.35
190,26.37
199,26.335
204,26.32
282,26.25
297,26.21
351,26.265
357,26.25
370,26.21
400,26.295
422,26.285
466,26.34
470,26.34
488,26.35
492,26.365
"
