RPL
"EXCHANGE%3DETR
MARKET_OPEN_MINUTE=540
MARKET_CLOSE_MINUTE=1050
INTERVAL=60
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=120
a1498122840,25.435
289,25.265
a1498460700,25.2
a1498572780,25.165
a1498658820,25.375
a1499093460,25.125
"
