SBNC
"EXCHANGE%3DOTCMKTS
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=86400
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=-240
a1505851200,2295
2,2295
8,2300
9,2375
14,2380
15,2400
"
