NXU
"EXCHANGE%3DCNSX
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=86400
COLUMNS=DATE,OPEN
DATA=
TIMEZONE_OFFSET=-240
a1506110400,0.00
5,0.00
11,0.22
12,0.25
14,0.00
"
